,feat_above_sma200,feat_golden_cross,feat_adx_14,feat_days_below_sma200,feat_vix_percentile_60d,feat_trend_strength_20d
2011-02-17,1.0,1.0,18.793288144828498,0.0,0.31666666666666665,0.0026736058261044495
2011-02-18,1.0,1.0,19.205659852926438,0.0,0.2833333333333333,0.002547275914317226
2011-02-22,1.0,1.0,18.790201785487405,0.0,0.9333333333333333,0.002193938285939092
2011-02-23,1.0,1.0,19.300123465863155,0.0,0.9833333333333333,0.0016675350144048089
2011-02-24,1.0,1.0,19.77362216906921,0.0,0.95,0.0012748635922830817
2011-02-25,1.0,1.0,19.087674340948276,0.0,0.8833333333333333,0.0011696203451210798
2011-02-28,1.0,1.0,17.974235359999874,0.0,0.8666666666666667,0.0007007311272251895
2011-03-01,1.0,1.0,17.809271775045154,0.0,0.9666666666666667,2.5398246373699887e-05
2011-03-02,1.0,1.0,17.656091303301487,0.0,0.9333333333333333,-0.0003148842228359463
2011-03-03,1.0,1.0,16.48995723142789,0.0,0.8666666666666667,-0.00039200490757097247
2011-03-04,1.0,1.0,15.322078170349467,0.0,0.8666666666666667,-0.0005583649139383815
2011-03-07,1.0,1.0,15.32390376636027,0.0,0.9166666666666666,-0.0008629724215671969
2011-03-08,1.0,1.0,15.325598962656017,0.0,0.8833333333333333,-0.0010188745995440823
2011-03-09,1.0,1.0,15.384662076781085,0.0,0.9,-0.001172711881766775
2011-03-10,1.0,1.0,16.29160723408154,0.0,0.9833333333333333,-0.0015683145450721594
2011-03-11,1.0,1.0,16.897743327490904,0.0,0.8666666666666667,-0.0017719556843361344
2011-03-14,1.0,1.0,17.460583985656744,0.0,0.95,-0.001884441881550804
2011-03-15,1.0,1.0,19.21381972537215,0.0,1.0,-0.002127186730520009
2011-03-16,1.0,1.0,21.29951561824286,0.0,1.0,-0.0026917706464795565
2011-03-17,1.0,1.0,23.236233233051383,0.0,0.9833333333333333,-0.0028142167354164352
2011-03-18,1.0,1.0,25.034613875373584,0.0,0.9666666666666667,-0.002913619096836767
2011-03-21,1.0,1.0,25.650575255282508,0.0,0.8,-0.0025931037086818144
2011-03-22,1.0,1.0,26.22253939376936,0.0,0.7666666666666667,-0.0027545391730325677
2011-03-23,1.0,1.0,27.16364443126213,0.0,0.6666666666666666,-0.002904811470810907
2011-03-24,1.0,1.0,26.430709729063047,0.0,0.5833333333333334,-0.0026612822262616033
2011-03-25,1.0,1.0,25.18076862467348,0.0,0.55,-0.002203519925791089
2011-03-28,1.0,1.0,24.283632812725468,0.0,0.6833333333333333,-0.0017851984370806234
2011-03-29,1.0,1.0,23.754659599625985,0.0,0.5666666666666667,-0.0014286758955292936
2011-03-30,1.0,1.0,22.731821772138613,0.0,0.5,-0.0009406688971546873
2011-03-31,1.0,1.0,21.7062042934273,0.0,0.5,-0.000133670198979463
2011-04-01,1.0,1.0,20.18227036433795,0.0,0.4,0.0006186718291300618
2011-04-04,1.0,1.0,19.093464250776083,0.0,0.4,0.0011264408678475222
2011-04-05,1.0,1.0,18.110966490547945,0.0,0.3333333333333333,0.0016603999710378453
2011-04-06,1.0,1.0,16.823591791273806,0.0,0.3333333333333333,0.0021213073094812395
2011-04-07,1.0,1.0,15.808586690222299,0.0,0.3333333333333333,0.0023264625214745966
2011-04-08,1.0,1.0,15.125600025071643,0.0,0.5,0.002542922938458158
2011-04-11,1.0,1.0,14.63939678829867,0.0,0.23333333333333334,0.002641909573024825
2011-04-12,1.0,1.0,14.82849938345912,0.0,0.3,0.0024158303244018703
2011-04-13,1.0,1.0,14.2948036112893,0.0,0.2833333333333333,0.0018783088932083658
2011-04-14,1.0,1.0,14.072388622306457,0.0,0.13333333333333333,0.0014059806880083636
2011-04-15,1.0,1.0,13.783660027934685,0.0,0.016666666666666666,0.0007952797935883466
2011-04-18,1.0,1.0,14.872003758700782,0.0,0.3333333333333333,0.0003177271996723614
2011-04-19,1.0,1.0,15.214701249318702,0.0,0.06666666666666667,-0.00012394092524729578
2011-04-20,1.0,1.0,14.780063173184255,0.0,0.016666666666666666,-0.00018186461989983278
2011-04-21,1.0,1.0,14.979961439185383,0.0,0.016666666666666666,8.402926711059709e-05
2011-04-25,1.0,1.0,15.220671636236174,0.0,0.08333333333333333,0.0003798613402744871
2011-04-26,1.0,1.0,15.987800966225247,0.0,0.06666666666666667,0.0006268651333651709
2011-04-27,1.0,1.0,16.957598161964025,0.0,0.06666666666666667,0.0010550705507182735
2011-04-28,1.0,1.0,17.858124129435748,0.0,0.016666666666666666,0.001485704283659901
2011-04-29,1.0,1.0,18.75903678045795,0.0,0.05,0.0018803372609321727
2011-05-02,1.0,1.0,19.26363752808274,0.0,0.25,0.0022172626995907874
2011-05-03,1.0,1.0,18.7873627862136,0.0,0.36666666666666664,0.002404889204448676
2011-05-04,1.0,1.0,17.95606454015344,0.0,0.43333333333333335,0.0024871059846945528
2011-05-05,1.0,1.0,17.337559383122617,0.0,0.6166666666666667,0.002501019252027356
2011-05-06,1.0,1.0,17.114315233261518,0.0,0.6333333333333333,0.002502537029126952
2011-05-09,1.0,1.0,16.90701709410478,0.0,0.43333333333333335,0.0024516484311226114
2011-05-10,1.0,1.0,17.263320704147212,0.0,0.16666666666666666,0.0024155672703871918
2011-05-11,1.0,1.0,16.713549415017074,0.0,0.35,0.002146234257675741
2011-05-12,1.0,1.0,15.966843579466497,0.0,0.2,0.00200022004589579
2011-05-13,1.0,1.0,15.273473875026676,0.0,0.36666666666666664,0.0016328687127252252
2011-05-16,1.0,1.0,15.604417326963965,0.0,0.6,0.000941027906872796
2011-05-17,1.0,1.0,16.279315128755403,0.0,0.4666666666666667,0.00013023321979354632
2011-05-18,1.0,1.0,15.836595549870667,0.0,0.21666666666666667,-0.000492919591343888
2011-05-19,1.0,1.0,15.08517724829529,0.0,0.11666666666666667,-0.0007600178102151784
2011-05-20,1.0,1.0,14.63055259026568,0.0,0.48333333333333334,-0.00102805966620978
2011-05-23,1.0,1.0,15.519216575886123,0.0,0.6666666666666666,-0.0014662453218488674
2011-05-24,1.0,1.0,16.440211521571676,0.0,0.5666666666666667,-0.0018553107817194537
2011-05-25,1.0,1.0,17.394733153880992,0.0,0.38333333333333336,-0.002000511200041625
2011-05-26,1.0,1.0,17.79125953113662,0.0,0.23333333333333334,-0.002013127015727888
2011-05-27,1.0,1.0,17.780964603335295,0.0,0.2,-0.0019172075069117266
2011-05-31,1.0,1.0,16.723315121832066,0.0,0.11666666666666667,-0.0015618626765890756
2011-06-01,1.0,1.0,16.20085818048228,0.0,0.7666666666666667,-0.0016437563265199082
2011-06-02,1.0,1.0,15.909273409333158,0.0,0.7,-0.0016401776690894362
2011-06-03,1.0,1.0,16.376093244068237,0.0,0.6833333333333333,-0.0019356735587407348
2011-06-06,1.0,1.0,17.237327467639158,0.0,0.8333333333333334,-0.002236267014255521
2011-06-07,1.0,1.0,18.148605699043042,0.0,0.7166666666666667,-0.0024192494031785032
2011-06-08,1.0,1.0,19.49479015897441,0.0,0.8666666666666667,-0.0024988908495477673
2011-06-09,1.0,1.0,20.744818586053537,0.0,0.6333333333333333,-0.0025500772098368974
2011-06-10,1.0,1.0,22.467662008940742,0.0,0.9,-0.00267740237989631
2011-06-13,1.0,1.0,24.18001172117599,0.0,0.95,-0.002844318798813348
2011-06-14,1.0,1.0,24.659935294043862,0.0,0.8166666666666667,-0.0029781721612496316
2011-06-15,0.0,1.0,25.85815878899812,1.0,1.0,-0.00338158858875637
2011-06-16,0.0,1.0,27.379161858066826,2.0,1.0,-0.003566283166235364
2011-06-17,0.0,1.0,28.597838939543557,3.0,0.9833333333333333,-0.003674410710953206
2011-06-20,0.0,1.0,29.729467658057665,4.0,0.95,-0.0036754071086038554
2011-06-21,1.0,1.0,28.874732725788682,0.0,0.9,-0.003460034764010696
2011-06-22,1.0,1.0,28.033965501636118,0.0,0.8666666666666667,-0.003504748542806617
2011-06-23,1.0,1.0,28.037720695564836,0.0,0.9166666666666666,-0.0032500377155255545
2011-06-24,0.0,1.0,28.04120766135579,1.0,0.95,-0.003191547105210866
2011-06-27,1.0,1.0,27.359925863416574,0.0,0.9333333333333333,-0.0026443020976973357
2011-06-28,1.0,1.0,25.88305356714256,0.0,0.8666666666666667,-0.0015866301880203694
2011-06-29,1.0,1.0,24.05030398484273,0.0,0.5333333333333333,-0.0008019598346632832
2011-06-30,1.0,1.0,23.16430813267041,0.0,0.31666666666666665,0.00021838133493914122
2011-07-01,1.0,1.0,23.253140598273696,0.0,0.2,0.0011917633486211677
2011-07-05,1.0,1.0,23.576352949525244,0.0,0.2833333333333333,0.0020636638172425413
2011-07-06,1.0,1.0,24.079184029366367,0.0,0.35,0.0028918841316803346
2011-07-07,1.0,1.0,25.22992053617339,0.0,0.23333333333333334,0.003696772588742461
2011-07-08,1.0,1.0,25.703269578357176,0.0,0.25,0.004444279323699904
2011-07-11,1.0,1.0,25.24375913116287,0.0,0.75,0.0046902957788300765
2011-07-12,1.0,1.0,24.407086540919202,0.0,0.9,0.004695325060504482
2011-07-13,1.0,1.0,23.90542765476334,0.0,0.9,0.004820827980719045
2011-07-14,1.0,1.0,22.5354365094523,0.0,0.9333333333333333,0.004502320881178665
2011-07-15,1.0,1.0,21.263301874520618,0.0,0.8333333333333334,0.004130593059767945
2011-07-18,1.0,1.0,19.83498949525736,0.0,0.9333333333333333,0.003583514686748768
2011-07-19,1.0,1.0,19.56958822548581,0.0,0.7833333333333333,0.0032443885455976204
2011-07-20,1.0,1.0,19.599227734652665,0.0,0.75,0.0031267146541675284
2011-07-21,1.0,1.0,19.398356468496168,0.0,0.45,0.0028768729545084093
2011-07-22,1.0,1.0,19.59111577747177,0.0,0.4166666666666667,0.002796966732910165
2011-07-25,1.0,1.0,19.87864077165097,0.0,0.8,0.002360684657741213
2011-07-26,1.0,1.0,20.166386297784268,0.0,0.8833333333333333,0.002051624401513975
2011-07-27,1.0,1.0,18.968929147643003,0.0,1.0,0.0015256341997696328
2011-07-28,1.0,1.0,17.9158349023233,0.0,1.0,0.000978387086462874
2011-07-29,1.0,1.0,17.46015585042742,0.0,1.0,0.0005435574199981934
2011-08-01,1.0,1.0,17.477312209928407,0.0,0.9666666666666667,0.0002496717936860972
2011-08-02,1.0,1.0,18.26035138796479,0.0,0.9833333333333333,-0.0003324456360534193
2011-08-03,1.0,1.0,19.644042760858685,0.0,0.9333333333333333,-0.0006726007848904598
2011-08-04,0.0,1.0,21.63957484066243,1.0,1.0,-0.001484604345118865
2011-08-05,0.0,1.0,24.287058498417235,2.0,1.0,-0.0022750530315254
2011-08-08,0.0,1.0,27.264783924306325,3.0,1.0,-0.004346157904525197
2011-08-09,0.0,1.0,30.193760466915403,4.0,0.9833333333333333,-0.005247702696538013
2011-08-10,0.0,1.0,32.913524399338115,5.0,0.9833333333333333,-0.007022372267172533
2011-08-11,0.0,1.0,34.57918589047914,6.0,0.9666666666666667,-0.007612675558951709
2011-08-12,0.0,1.0,35.85485276440916,7.0,0.95,-0.007963300104340477
2011-08-15,0.0,1.0,36.44941065575189,8.0,0.9,-0.008022954109574612
2011-08-16,0.0,1.0,37.17100319875873,9.0,0.9166666666666666,-0.007917752736814413
2011-08-17,0.0,0.0,37.91931594145149,10.0,0.85,-0.007810398521770626
2011-08-18,0.0,0.0,39.58462841530925,11.0,0.9666666666666667,-0.008519334140646206
2011-08-19,0.0,0.0,41.27264404664903,12.0,0.9833333333333333,-0.0088159131677538
2011-08-22,0.0,0.0,42.84008713289312,13.0,0.9333333333333333,-0.008623630492592677
2011-08-23,0.0,0.0,42.99169007863641,14.0,0.8833333333333333,-0.0072502892585214135
2011-08-24,0.0,0.0,42.55499270787774,15.0,0.8666666666666667,-0.006310567184090317
2011-08-25,0.0,0.0,42.02445455547968,16.0,0.9166666666666666,-0.005567217266743874
2011-08-26,0.0,0.0,41.8047997192943,17.0,0.8333333333333334,-0.004130597351238376
2011-08-29,0.0,0.0,40.14016254979817,18.0,0.7833333333333333,-0.0023102986391120312
2011-08-30,0.0,0.0,38.01548903061577,19.0,0.8,-0.0008384609972932605
2011-08-31,0.0,0.0,35.65676631931789,20.0,0.7,0.0008309469241354827
2011-09-01,0.0,0.0,33.578420134495055,21.0,0.7166666666666667,0.0016751931450792752
2011-09-02,0.0,0.0,32.69739417703266,22.0,0.8,0.0021172026808548277
2011-09-06,0.0,0.0,32.501406675014145,23.0,0.8833333333333333,0.001576704999871202
2011-09-07,0.0,0.0,31.171267550979177,24.0,0.7666666666666667,0.0019947383200857836
2011-09-08,0.0,0.0,29.518555466753998,25.0,0.7833333333333333,0.0017228678110813647
2011-09-09,0.0,0.0,28.81374484772819,26.0,0.8833333333333333,0.0017148453280533187
2011-09-12,0.0,0.0,28.315647839406374,27.0,0.8833333333333333,0.0019624810289988106
2011-09-13,0.0,0.0,27.18773837343187,28.0,0.8333333333333334,0.002611328651097916
2011-09-14,0.0,0.0,25.303692314244635,29.0,0.7333333333333333,0.00330387068357123
2011-09-15,0.0,0.0,23.75845306041956,30.0,0.6,0.004053834275038963
2011-09-16,1.0,0.0,22.577318548973178,0.0,0.5,0.004117469054809496
2011-09-19,1.0,0.0,20.973911554071968,0.0,0.6333333333333333,0.00380761185960854
2011-09-20,1.0,0.0,19.808471002909755,0.0,0.65,0.003326227552119471
2011-09-21,0.0,0.0,18.712167400690042,1.0,0.85,0.003048384803804972
2011-09-22,0.0,0.0,19.21116891904939,2.0,0.9166666666666666,0.0023566753566179746
2011-09-23,0.0,0.0,19.67452747181164,3.0,0.9,0.0014210044194468488
2011-09-26,0.0,0.0,19.683762322143,4.0,0.8666666666666667,0.0009795848374629518
2011-09-27,0.0,0.0,18.68566789722916,5.0,0.8,0.0010732789448878032
2011-09-28,0.0,0.0,18.113999065573246,6.0,0.8833333333333333,0.0010637718886505009
2011-09-29,0.0,0.0,18.366686926200487,7.0,0.8166666666666667,0.0009169636580740653
2011-09-30,0.0,0.0,18.853411122723248,8.0,0.95,0.00028247458674830566
2011-10-03,0.0,0.0,19.913519134357248,9.0,0.9833333333333333,-0.0010976799617144278
2011-10-04,0.0,0.0,21.29566479126832,10.0,0.8333333333333334,-0.002083192906207299
2011-10-05,0.0,0.0,21.47795480174595,11.0,0.7166666666666667,-0.002226705706904125
2011-10-06,0.0,0.0,21.105909982351132,12.0,0.6166666666666667,-0.0021879533690705878
2011-10-07,0.0,0.0,20.604980366600063,13.0,0.5833333333333334,-0.0026501445985908823
2011-10-10,0.0,0.0,19.284341337542354,14.0,0.45,-0.002348651475165786
2011-10-11,1.0,0.0,18.076021771959347,0.0,0.4166666666666667,-0.0018786326896084232
2011-10-12,1.0,0.0,17.410369218030674,0.0,0.21666666666666667,-0.0011753783019286103
2011-10-13,1.0,0.0,16.700920564814627,0.0,0.18333333333333332,-0.00015295771569519414
2011-10-14,1.0,0.0,16.628733779836804,0.0,0.16666666666666666,0.001190366920096164
2011-10-17,1.0,0.0,16.156098165897777,0.0,0.4666666666666667,0.0023099807489336288
2011-10-18,1.0,0.0,15.485792132463462,0.0,0.2,0.0034585937139787154
2011-10-19,1.0,0.0,14.863365101417314,0.0,0.5,0.0041302474915541065
2011-10-20,1.0,0.0,13.999086554081677,0.0,0.5166666666666667,0.00414470513371759
2011-10-21,1.0,0.0,13.34526843429625,0.0,0.15,0.004342532062109471
2011-10-24,1.0,0.0,13.393332245473088,0.0,0.08333333333333333,0.004878027297353748
2011-10-25,1.0,0.0,13.361821858190599,0.0,0.2833333333333333,0.005385368245180449
2011-10-26,1.0,0.0,12.51350850179901,0.0,0.06666666666666667,0.00550617010128471
2011-10-27,1.0,0.0,12.66329383327181,0.0,0.016666666666666666,0.005608626953308121
2011-10-28,1.0,0.0,12.802380212496555,0.0,0.016666666666666666,0.005372611058993733
2011-10-31,1.0,0.0,12.437668410276315,0.0,0.1,0.004453801381646121
2011-11-01,1.0,0.0,12.266113788966164,0.0,0.5166666666666667,0.003265428342281055
2011-11-02,1.0,0.0,12.106813069178168,0.0,0.3333333333333333,0.002321289689285483
2011-11-03,1.0,0.0,11.296500214139925,0.0,0.11666666666666667,0.0018231462226801342
2011-11-04,1.0,0.0,10.544066848747272,0.0,0.11666666666666667,0.0011112986800471025
2011-11-07,1.0,0.0,10.000112767001761,0.0,0.08333333333333333,0.0008987416512374552
2011-11-08,1.0,0.0,10.042941546080572,0.0,0.05,0.0008926015086676472
2011-11-09,1.0,0.0,9.635836205007815,0.0,0.6333333333333333,0.000418887296547088
2011-11-10,1.0,0.0,9.542224594997467,0.0,0.38333333333333336,4.40952673287918e-05
2011-11-11,1.0,0.0,8.96779315795654,0.0,0.15,0.000237585532591979
2011-11-14,1.0,0.0,8.43439253784711,0.0,0.23333333333333334,0.000106588929756404
2011-11-15,1.0,0.0,8.021178721276916,0.0,0.25,0.00031909339660800284
2011-11-16,1.0,0.0,7.457546500549192,0.0,0.55,-1.1179031347478482e-05
2011-11-17,0.0,0.0,8.1509079546156,1.0,0.6166666666666667,-0.0007852780459912718
2011-11-18,0.0,0.0,8.917525532239242,2.0,0.36666666666666664,-0.0014591071676289518
2011-11-21,0.0,0.0,10.549210607092277,3.0,0.5166666666666667,-0.0020486424122416703
2011-11-22,0.0,0.0,12.064346748027237,4.0,0.36666666666666664,-0.0027725201670151436
2011-11-23,0.0,0.0,13.806629559891908,5.0,0.6,-0.003854915525482973
2011-11-25,0.0,0.0,15.629760415134651,6.0,0.6333333333333333,-0.004436912634452841
2011-11-28,0.0,0.0,16.101335345155427,7.0,0.36666666666666664,-0.004150862966631532
2011-11-29,0.0,0.0,16.23112529222562,8.0,0.2,-0.004299178618141803
2011-11-30,1.0,0.0,15.163233563900892,0.0,0.06666666666666667,-0.004082335666730834
2011-12-01,1.0,0.0,14.369477737904218,0.0,0.05,-0.0037582059076493503
2011-12-02,1.0,0.0,13.942778106863571,0.0,0.08333333333333333,-0.0031794870060067935
2011-12-05,1.0,0.0,13.757452558370344,0.0,0.11666666666666667,-0.0024512273855437335
2011-12-06,1.0,0.0,13.555896270511624,0.0,0.13333333333333333,-0.0016742097773092743
2011-12-07,1.0,0.0,12.837736979489094,0.0,0.16666666666666666,-0.0006752156750243403
2011-12-08,0.0,1.0,11.991959545945736,1.0,0.3,-0.0004492247741921393
2011-12-09,1.0,1.0,11.167089852147965,0.0,0.05,2.7031943213334113e-05
2011-12-12,1.0,1.0,10.740611191627677,0.0,0.05,0.0006329229304886086
2011-12-13,0.0,1.0,10.703375700490474,1.0,0.03333333333333333,0.0010311372256084606
2011-12-14,0.0,1.0,11.488236055023862,2.0,0.08333333333333333,0.0014499258787535182
2011-12-15,0.0,1.0,12.217034955662006,3.0,0.03333333333333333,0.00163039946127763
2011-12-16,0.0,1.0,12.643561736134401,4.0,0.016666666666666666,0.0015151343523795476
2011-12-19,0.0,1.0,13.56068019455589,5.0,0.05,0.0011772338965598025
2011-12-20,0.0,1.0,13.394972750460171,6.0,0.016666666666666666,0.0009415631298842903
2011-12-21,0.0,1.0,13.837803949227265,7.0,0.016666666666666666,0.0005513963118436479
2011-12-22,0.0,1.0,14.249004348082423,8.0,0.016666666666666666,-9.871868107950578e-05
2011-12-23,0.0,1.0,14.055337942088405,9.0,0.016666666666666666,-0.0007929059623923453
2011-12-27,1.0,1.0,13.46148521438387,0.0,0.06666666666666667,-0.0010120423285546534
2011-12-28,0.0,1.0,13.412556221830533,1.0,0.1,-0.0015525855544782125
2011-12-29,0.0,1.0,13.36712215731672,2.0,0.08333333333333333,-0.0014300343301228318
2011-12-30,0.0,1.0,13.198865882799648,3.0,0.11666666666666667,-0.0012422235767752911
2012-01-03,1.0,1.0,12.79316704536227,0.0,0.1,-0.0007812144114354039
2012-01-04,1.0,1.0,12.178880624842876,0.0,0.08333333333333333,-0.00011816339659852824
2012-01-05,1.0,1.0,12.098596331755543,0.0,0.06666666666666667,0.0006124936150708899
2012-01-06,1.0,1.0,12.321289711493138,0.0,0.016666666666666666,0.0013731799465594536
2012-01-09,1.0,1.0,12.571356263157387,0.0,0.05,0.00181380265211337
2012-01-10,1.0,1.0,13.253120588258268,0.0,0.03333333333333333,0.0025429706491890015
2012-01-11,1.0,1.0,13.886187461566227,0.0,0.06666666666666667,0.0031078389420713644
2012-01-12,1.0,1.0,14.6733696124309,0.0,0.016666666666666666,0.0035062392349291815
2012-01-13,1.0,1.0,15.072841178470124,0.0,0.08333333333333333,0.00357536952735693
2012-01-17,1.0,1.0,16.26687792232626,0.0,0.2,0.003603412592721244
2012-01-18,1.0,1.0,17.8526714503204,0.0,0.08333333333333333,0.003734499694806901
2012-01-19,1.0,1.0,19.70832329487465,0.0,0.016666666666666666,0.003718199049383147
2012-01-20,1.0,1.0,21.25372002515407,0.0,0.016666666666666666,0.003995012835011951
2012-01-23,1.0,1.0,23.016462583957097,0.0,0.03333333333333333,0.003961735316388528
2012-01-24,1.0,1.0,24.589440473799698,0.0,0.05,0.003917634920080321
2012-01-25,1.0,1.0,26.599521072747564,0.0,0.03333333333333333,0.004019438888282782
2012-01-26,1.0,1.0,28.61083035439587,0.0,0.05,0.0040679160356974775
2012-01-27,1.0,1.0,30.47847468735501,0.0,0.05,0.003863715353569265
2012-01-30,1.0,1.0,31.29592291720537,0.0,0.11666666666666667,0.003665242658069599
2012-01-31,1.0,1.0,32.331627845296254,0.0,0.13333333333333333,0.0033317228424513917
2012-02-01,1.0,1.0,33.59760188476382,0.0,0.06666666666666667,0.0032546956346172994
2012-02-02,1.0,1.0,34.90328307283272,0.0,0.016666666666666666,0.0031995115259865837
2012-02-03,1.0,1.0,36.6001764757144,0.0,0.016666666666666666,0.003326082874598985
2012-02-06,1.0,1.0,38.127612821320156,0.0,0.03333333333333333,0.0034305116837099288
2012-02-07,1.0,1.0,39.69626131920911,0.0,0.03333333333333333,0.003405059955972628
2012-02-08,1.0,1.0,41.286671643644524,0.0,0.08333333333333333,0.0034419619870209232
2012-02-09,1.0,1.0,43.065725929509156,0.0,0.18333333333333332,0.003498493013279799
2012-02-10,1.0,1.0,44.52930348991215,0.0,0.35,0.0034480304627095117
2012-02-13,1.0,1.0,46.166506685607196,0.0,0.23333333333333334,0.0033234149383595886
2012-02-14,1.0,1.0,47.734892010439104,0.0,0.2833333333333333,0.003275034989079027
2012-02-15,1.0,1.0,49.50278552871919,0.0,0.4666666666666667,0.0032460064518030217
2012-02-16,1.0,1.0,51.03197989310122,0.0,0.25,0.0033582299716274863
2012-02-17,1.0,1.0,52.45194608859883,0.0,0.06666666666666667,0.003368581798074155
2012-02-21,1.0,1.0,53.87490880897127,0.0,0.11666666666666667,0.0033176793069752066
2012-02-22,1.0,1.0,55.196231335031385,0.0,0.13333333333333333,0.0031077375164921765
2012-02-23,1.0,1.0,55.94051481588161,0.0,0.016666666666666666,0.0030576520179816874
2012-02-24,1.0,1.0,56.81019028843292,0.0,0.05,0.002937103705494744
2012-02-27,1.0,1.0,56.12890379599937,0.0,0.18333333333333332,0.002799740381442376
2012-02-28,1.0,1.0,55.914750699339386,0.0,0.11666666666666667,0.0027106025122109454
2012-02-29,1.0,1.0,55.93697738720167,0.0,0.25,0.0025175897062111856
2012-03-01,1.0,1.0,55.97463197920943,0.0,0.05,0.0024357342143575475
2012-03-02,1.0,1.0,56.09810655940358,0.0,0.06666666666666667,0.0023203152873015375
2012-03-05,1.0,1.0,54.29351518645134,0.0,0.18333333333333332,0.0021977842380854636
2012-03-06,1.0,1.0,51.00785007557854,0.0,0.6,0.001866511288336356
2012-03-07,1.0,1.0,48.65670149774146,0.0,0.43333333333333335,0.0016063412852517292
2012-03-08,1.0,1.0,47.329597565223935,0.0,0.15,0.0015338337909023992
2012-03-09,1.0,1.0,46.30398899902546,0.0,0.05,0.001587942512256969
2012-03-12,1.0,1.0,45.14459230650254,0.0,0.016666666666666666,0.0014986730181350083
2012-03-13,1.0,1.0,45.12983136215995,0.0,0.016666666666666666,0.0017249201769802853
2012-03-14,1.0,1.0,45.459164943165014,0.0,0.03333333333333333,0.0019865038902897553
2012-03-15,1.0,1.0,45.82031116944578,0.0,0.05,0.0021101785910398805
2012-03-16,1.0,1.0,46.155661236706486,0.0,0.016666666666666666,0.0023262819898044003
2012-03-19,1.0,1.0,46.809454293414724,0.0,0.05,0.0025077231665919333
2012-03-20,1.0,1.0,47.43722552325785,0.0,0.1,0.00268877250182776
2012-03-21,1.0,1.0,48.23340616954871,0.0,0.06666666666666667,0.002729371861587222
2012-03-22,1.0,1.0,48.11664123854019,0.0,0.11666666666666667,0.002759998340884211
2012-03-23,1.0,1.0,47.723940793727586,0.0,0.05,0.0027571550840273813
2012-03-26,1.0,1.0,48.18148252796532,0.0,0.016666666666666666,0.0029058494050044274
2012-03-27,1.0,1.0,48.84820177712222,0.0,0.18333333333333332,0.00317925811491847
2012-03-28,1.0,1.0,48.23117660485805,0.0,0.15,0.00326880833860483
2012-03-29,1.0,1.0,47.01894719113337,0.0,0.16666666666666666,0.003344244365455041
2012-03-30,1.0,1.0,45.981049097923155,0.0,0.18333333333333332,0.0033130596381195686
2012-04-02,1.0,1.0,45.32613642381059,0.0,0.26666666666666666,0.0031743114943899465
2012-04-03,1.0,1.0,44.91345667253395,0.0,0.2833333333333333,0.002831204738061286
2012-04-04,1.0,1.0,42.80886715563147,0.0,0.3,0.002334963096171413
2012-04-05,1.0,1.0,40.878405196787625,0.0,0.31666666666666665,0.0019659701171792126
2012-04-09,1.0,1.0,38.483703086564255,0.0,0.75,0.0015122625828742327
2012-04-10,1.0,1.0,36.36841039302913,0.0,0.9,0.0007847389702242293
2012-04-11,1.0,1.0,34.40421003474651,0.0,0.9,0.0003642291598967626
2012-04-12,1.0,1.0,31.9951772293768,0.0,0.38333333333333336,0.0001594144577521971
2012-04-13,1.0,1.0,30.20050937718505,0.0,0.9,-0.00023309541538963318
2012-04-16,1.0,1.0,29.610318790950462,0.0,0.9166666666666666,-0.0008240253944433167
2012-04-17,1.0,1.0,28.40638529337796,0.0,0.6666666666666666,-0.000964453638896737
2012-04-18,1.0,1.0,27.27328262956282,0.0,0.75,-0.001127427449049892
2012-04-19,1.0,1.0,27.083474289114168,0.0,0.65,-0.0014514750982812545
2012-04-20,1.0,1.0,26.9474529876615,0.0,0.45,-0.001811473319892315
2012-04-23,1.0,1.0,27.782176885831344,0.0,0.7833333333333333,-0.0022988489506411396
2012-04-24,1.0,1.0,28.47008203376262,0.0,0.5833333333333334,-0.0025331367315114977
2012-04-25,1.0,1.0,27.215828508470583,0.0,0.35,-0.002213662124546706
2012-04-26,1.0,1.0,25.447923707173263,0.0,0.3,-0.0018891502978721263
2012-04-27,1.0,1.0,23.96755867775199,0.0,0.31666666666666665,-0.0015196401645962826
2012-04-30,1.0,1.0,22.519946845258584,0.0,0.43333333333333335,-0.0012932656278508705
2012-05-01,1.0,1.0,21.68857899120609,0.0,0.35,-0.0008476781280263533
2012-05-02,1.0,1.0,20.636548247575455,0.0,0.4166666666666667,-0.0003363615161260333
2012-05-03,1.0,1.0,19.392291019952626,0.0,0.55,-0.00017326629402724715
2012-05-04,1.0,1.0,19.39362384243126,0.0,0.85,-0.00024648156123826284
2012-05-07,1.0,1.0,19.737955597106033,0.0,0.7833333333333333,-0.00035596945559757435
2012-05-08,1.0,1.0,20.680369509617147,0.0,0.8333333333333334,-0.000727757533299097
2012-05-09,1.0,1.0,21.55546814266318,0.0,0.95,-0.0010298610660918331
2012-05-10,1.0,1.0,22.368059730491638,0.0,0.7833333333333333,-0.001124481649235691
2012-05-11,1.0,1.0,22.750438855223802,0.0,0.9333333333333333,-0.0013996111750439503
2012-05-14,1.0,1.0,23.483125024830304,0.0,1.0,-0.001961414789430182
2012-05-15,1.0,1.0,24.348850797935086,0.0,1.0,-0.0021899078156414477
2012-05-16,1.0,1.0,25.514395490560105,0.0,1.0,-0.0024871525768417778
