,feat_daily_return,feat_return_5d,feat_return_10d,feat_return_20d,feat_dist_sma20,feat_dist_sma50,feat_dist_sma200,feat_hl_range_pct,feat_close_position,feat_overnight_gap,feat_intraday_return
2007-05-03,0.0036622574396460994,0.0008593107665508803,0.03189365621357987,,,,,0.006224531328129548,0.5517218699850044,0.0019388228379573734,0.0017200996332362422
2007-05-04,0.0008585729855405955,0.0012884125764269783,0.027092500019745724,,,,,0.010079374006802318,0.44681351860268814,0.00386349655690617,-0.002993358740179316
2007-05-07,0.0,0.014577937271302854,0.0255113221084311,,,,,0.004503518757503461,0.285722070844677,0.0006433364488466124,-0.0006429228331542486
2007-05-08,0.002144509368014358,0.017639403431832124,0.022538266129136675,,,,,0.010057804949865669,0.9148918901370041,-0.003431264073496117,0.0055949712654057284
2007-05-09,0.002140001921634438,0.008832479066827492,0.01122868586360215,,0.021040041000946415,,,0.01089050002753294,0.7254925426720721,-0.00513584134646978,0.007313403749464084
2007-05-10,-0.013666521019038314,-0.008585566099353126,-0.007733633002188212,0.03657982951488359,0.005299607578893731,,,0.015371273123660852,0.1690127980571766,-0.0034166913485634484,-0.010284970239311724
2007-05-11,0.0127733312433298,0.003216764052021759,0.004509321147708745,0.04770430415737925,0.015786131403999353,,,0.012825961731034466,1.0,0.0010825514882978533,0.011678137569825239
2007-05-14,-0.006840523795948572,-0.0036457640949706382,0.010879025456049796,0.031069633122813967,0.007306531027545753,,,0.014851537989738404,0.3913036267138497,-0.00021373069247781004,-0.006628209755331666
2007-05-15,-0.0077486142368841104,-0.01348172639175449,0.0039198674292959534,0.020814850086029013,-0.0015161665932749413,,,0.015401282168614923,0.15492526407409193,-0.000860975383460832,-0.006893574050985285
2007-05-16,0.00976140515909285,-0.005979128401580769,0.0028005401388018214,0.0342146405899908,0.006551761328842272,,,0.013963513137104647,0.9846121342300785,0.0021692471177521674,0.007575724422971314
2007-05-17,-0.004726045319259797,0.003031028545317005,-0.00558056064996082,0.026135111080769935,0.0005183320625432621,,,0.006043573672151113,0.14286103542234332,-0.001288884201441259,-0.0034415969377393674
2007-05-18,0.008201969315771995,-0.001496359483771581,0.0017155911328539108,0.028854570805400215,0.007299726367050034,,,0.00706482600782409,1.0,0.0032375934654312525,0.004948355088242369
2007-05-21,0.006422591371025632,0.011838124147625306,0.008149201044685528,0.033868420045893854,0.01208862817618196,,,0.01212515485796967,0.5964878231597546,0.000642316304478672,0.005776564684865944
2007-05-22,0.0008509022964380275,0.020607392502903332,0.0068478428837772665,0.029540447518239032,0.011479913112552117,,,0.008714130798309684,0.4390252979651763,0.0006382172955832199,0.00021254934818470205
2007-05-23,-0.004675821669994251,0.006015093417471418,0.0,0.01122868586360215,0.0061880066866131424,,,0.012171677824839014,0.0526361579954759,0.0029755449929562395,-0.007628667220399872
2007-05-24,-0.01430710991769113,-0.003669371399174559,-0.0006494648233118516,-0.008378075102908777,-0.00779192459434216,,,0.023180236099680288,0.1775688606529908,0.0006405888986530364,-0.014938129616345334
2007-05-25,0.006282515521793375,-0.00556622407684082,-0.007054254488426226,-0.0025767432396633927,-0.0014295776242412128,,,0.008180862473062038,0.7105255232645686,0.0021663447671501673,0.004107272985304179
2007-05-29,0.007750282119237228,-0.004254349189171891,0.007533411444584637,0.018494393075510818,0.005391042542002442,,,0.00961334650154947,0.8888907726868139,0.0010764098221595555,0.006666696199806788
2007-05-30,0.008117864607343872,0.0029755449929562694,0.023644255719439622,0.027656805496619974,0.012172208293296176,,,0.01801233976593666,0.9882328125911516,-0.0070498145988729,0.01527536771654814
2007-05-31,0.004662030665510741,0.012385180304921528,0.018474771738919316,0.0213270512175312,0.015812476798989047,,,0.006538733901893003,0.645160893373531,0.0027548436511643046,0.0019019474464987093
2007-06-01,0.0006327521491966692,0.027729609695148927,0.023958488059248495,0.018244225613591736,0.015530483552617503,,,0.008431735612523885,0.17499856949396458,0.0035857832564801777,-0.002942480011724851
2007-06-04,0.002951163752076713,0.024327256179871082,0.018625621143958382,0.020373166227290573,0.01749287754447318,,,0.008406845224637395,0.8500052452387538,-0.003583435368178858,0.0065580996464767475
2007-06-05,0.0,0.016449485904160177,0.012125154857969722,0.020373166227290573,0.016460374514777547,,,0.012190033811140583,1.0,-0.0027322627808388355,0.0027397484936769684
2007-06-06,-0.010718833892469526,-0.002542889073466559,0.0004250894386395032,0.007275843268104154,0.005200041774994082,,,0.008922923016053498,0.26190497815642,-0.004413679930395808,-0.006333106266097407
2007-06-07,-0.01550880703142643,-0.022569071889221415,-0.010463413608962524,-0.010463413608962524,-0.00987136669126424,,,0.019205856424640837,0.022472439864899618,-0.003399189472051406,-0.012150920841575402
2007-06-08,0.01230038180723625,-0.01117198133725228,0.01624783367589311,0.015587816456153814,0.0015372119105097517,,,0.016414420385169763,0.9740253949695568,-0.0004316024535566372,0.012737481789185268
2007-06-11,-0.0019185707286429876,-0.015973142223261294,0.007965531233746992,0.0008550858608624701,-0.0004269911837125144,,,0.009184115932903544,0.13953797838931406,-0.0006394964697176384,-0.00127989274581789
2007-06-12,-0.005980324244381108,-0.021857941897945654,-0.005768007900929684,0.0017219507669217204,-0.006489606727261515,,,0.01267726989646548,0.1525425920537937,-0.00533959849699949,-0.0006441653316181803
2007-06-13,0.010958279146983108,-0.00042490881439016803,-0.002966717391875373,0.020607392502903332,0.0033801252934615306,,,0.011689675791265924,0.927270961790552,0.004297394907715311,0.006632382273459918
2007-06-14,0.006588764682632142,0.02201123121288351,-0.001054613735951615,0.01740067425492331,0.00911958682078671,,,0.008445978055825388,0.6749985694939823,0.001062683057838525,0.005520215385427943
2007-06-15,0.008445897509009148,0.018119771410913588,0.006745356325623231,0.030865452923854564,0.016094510771273947,,,0.004606311007901999,0.4999913301312618,0.008445897509009162,0.0
2007-06-18,0.00020942497030951301,0.020290490583759535,0.003993245468624007,0.022693243289815923,0.01516263223036428,,,0.004186744002991707,0.5000095367067844,0.0018844253716672726,-0.0016718499249415949
2007-06-19,-0.0002093811206744789,0.02621395320168185,0.0037830282377382396,0.0159540528989226,0.014141892117301142,,,0.007328356388583799,0.7142810432583842,-0.0029306968454442315,0.002729314518218483
2007-06-20,-0.009422046986113486,0.005526081624793511,0.005098824729611984,0.005526081624793511,0.004309364051697173,,,0.014373208005493939,0.10294125896879225,0.0014657351754956492,-0.010871846913165914
2007-06-21,0.009088993715788307,0.008023671098352558,0.03021151319095794,0.019431984023725812,0.012459604983356586,0.026066507068100157,,0.014872204849395772,0.9295784485445031,-0.00042275326956475604,0.009515769808151948
2007-06-22,-0.009426073462884377,-0.009840817054508899,0.008100641000880371,0.024480092544423737,0.0017157895566575912,0.015203380611640517,,0.012053281534978007,0.26316071261260054,-0.002094727383796167,-0.007346735487094568
2007-06-25,-0.004229239988739031,-0.014234881696871926,0.0057667761538562345,0.013778242823174969,-0.0031963765019219744,0.009851901974173483,,0.016139353021189188,0.3552627616322843,0.00021142569971742685,-0.004439727016065521
2007-06-26,-0.0057337111252659945,-0.01968171398124141,0.006016303691207314,0.00021359370305229497,-0.008922248360269301,0.003304340147456293,,0.012387826145619103,0.13792808613352803,0.004671930770657144,-0.01035725352448264
2007-06-27,0.015378069743616773,0.004861541652082302,0.01041448855286764,0.007416874316674926,0.00594597237158764,0.01769515546186915,,0.0180900419392014,0.976743670268448,-0.0010679034042384693,0.01646355463389469
2007-06-28,-0.000420707980195667,-0.0046083203386722005,0.0033783751129670136,0.0023201984962160083,0.0054057531545646026,0.016174981695879588,,0.007996575121157829,0.13157789065794212,-0.00042070798019567136,0.0
2007-06-29,0.0016834599239643477,0.0065552453498041174,-0.0033500806749395817,0.0033726781628116154,0.006927880769021773,0.016820224734354867,,0.014075672376477937,0.5820869179045312,0.0054713450974037715,-0.003767273122112129
2007-07-02,0.009033620146218668,0.019961746096051725,0.005442711305039483,0.00945769085591941,0.015540727388038342,0.02485423755154265,,0.0077034965914729945,0.9459445526996986,0.002310937266339917,0.006707183000730146
2007-07-03,0.005829743933177589,0.031824042891472004,0.011515977200313943,0.015342570704986125,0.020673363801721415,0.029581036714362904,,0.0057958760367926,0.964291553133515,0.0012492478620855566,0.004574781035663731
2007-07-05,0.0072448450459907665,0.023559085198060048,0.028535160324117737,0.03377948083485394,0.026344092821687797,0.03573344014169567,,0.009864355605045404,0.7708318432157929,0.0006209641574024115,0.00661977024853376
2007-07-06,0.004110167767501283,0.02819865613803807,0.02346038735876177,0.05438067435187399,0.027830963756496133,0.03886275098611318,,0.008391318917119419,0.8780505959303678,0.001027522343142917,0.0030794811886318105
2007-07-09,0.0006139741899739981,0.027100860438655117,0.033833758577825446,0.04220847471065503,0.026324614304445288,0.03846724554539074,,0.005318026688056228,0.6538433323062929,0.0008186843026536739,-0.00020454265681720704
2007-07-10,-0.00838617002517128,0.009369160407587174,0.02951793130482816,0.035454930761044334,0.01594751541270509,0.028923611933155367,,0.009694744743007981,0.1063810791507045,-0.005522611191131239,-0.002879460977458528
2007-07-11,0.00680696852662277,0.010349823758780463,0.042503239885471,0.048775255975689547,0.02043592317854872,0.03467576328239785,,0.01003896055481218,1.0,-0.0022689895088742465,0.009096598121200434
2007-07-12,0.015365703316910784,0.018495715756291276,0.04249054309765299,0.053347548925216204,0.033404253389821205,0.04895551728731226,,0.015133171493497811,0.8533376057942709,0.003278013581447301,0.0120481955866984
2007-07-13,0.006860374155903903,0.021285323424801827,0.050084197078882786,0.05363177539681385,0.03774568552267372,0.054598204579342294,,0.0080160623977428,0.8250014305060177,0.0014124231816898846,0.005440267014967556
2007-07-16,-0.0010020651348454646,0.01963589888438233,0.04726890907829051,0.0437604737445223,0.034457677076131316,0.05209169745856284,,0.0064193283714463825,0.2812473923253679,-0.00020044360570372905,-0.0008017822412651814
2007-07-17,0.007622890265734261,0.03609736007681641,0.045804722441253665,0.05149673562694823,0.03968950776571879,0.05850320713096944,,0.0075652214130662535,0.8157907945590523,0.0022066321708851173,0.00540433272040605
2007-07-18,-0.0011945326266739054,0.027863076365297834,0.03850127805383652,0.05046063509440146,0.035863935318335836,0.055663765262836555,,0.01056405817500983,1.0,-0.005574333701943111,0.0044043524053174205
2007-07-19,0.002989865085778698,0.015334913246043191,0.03411425919888056,0.06362287537857703,0.03574257910807294,0.057222808894727244,,0.006955454615336447,0.02856675749318801,0.004783768930160243,-0.0017853630799507124
2007-07-20,-0.005365668907017951,0.0030059660640260333,0.024355272448704612,0.048387043933341145,0.02774182756491281,0.05012923194639216,,0.012387591235479474,0.4999969236259375,-0.0005961601645232242,-0.004772353829739042
2007-07-23,0.00039960955181927993,0.004413264341770029,0.024135821638517463,0.058786185778737954,0.025226253754548275,0.048841178867199846,,0.007789159311419331,0.384616137014975,0.003396643081598624,-0.002986888136853894
2007-07-24,-0.014779266392646373,-0.017917533732503266,0.017533050677482453,0.04756852136777279,0.0077630608999935576,0.032237312162395414,,0.02128520571834916,0.26666933090161526,-0.007389633196323202,-0.007444646402514108
2007-07-25,0.001419008559212065,-0.015347751069742399,0.012087689735463591,0.05510469559742215,0.006540504772456027,0.03243176232880952,,0.012348112890942751,0.5573802272570931,0.005067909805805392,-0.0036305021889498426
2007-07-26,-0.008502064183592228,-0.026629573941069018,-0.011703022901191074,0.030290252397505935,-0.003479084465671615,0.02242316056741568,,0.02899146584144177,0.6549288774866016,-0.006882593969349912,-0.001630693616291696
2007-07-27,-0.02021228813846432,-0.041158793006901395,-0.03827654887789045,0.009890597983492677,-0.02408765525699352,0.0011557733843278748,,0.02354651414661235,0.0,-0.0018374878201107758,-0.018408625944311193
2007-07-30,0.011669046447335685,-0.03035750882820154,-0.026078220197647828,0.019957999861196507,-0.013652449785526936,0.011901022205928456,,0.01606588654076568,0.7692300168238194,0.00479265543221536,0.006843592036570462
2007-07-31,-0.02100927855391288,-0.03648901246593206,-0.053752753086711236,-0.0104101605810476,-0.03388420713940232,-0.00969678980326769,,0.03282140570915649,0.06410152954554246,0.00865091637987031,-0.029405807749856676
2007-08-01,0.007784615108031412,-0.03036437153173377,-0.045246097785817896,-0.008486852323684402,-0.025957491900686688,-0.0023576562966990578,,0.019833000682185714,0.9684223629420528,-0.0029454953343997464,0.010761809301518377
2007-08-02,0.009185774795252621,-0.013066545439563648,-0.03934816284269549,-0.0065762370700303,-0.016690228739561566,0.006265742078093348,,0.01323954049706752,0.8593746274706149,0.00062627929731208,0.008554138218268174
2007-08-03,-0.01903189864994914,-0.011877547188693827,-0.05254747468942611,-0.029472010303273843,-0.03398966872413924,-0.013127813156435015,,0.024462249941033885,0.23275575739837612,-0.0018618153145180008,-0.01720211048818005
2007-08-06,0.011598546457093795,-0.011946406291901246,-0.041941251985631034,-0.018817716924334982,-0.021868764668096303,-0.00243306717138071,,0.020637933151427982,0.9494958057667332,0.0010544718196669775,0.010532967919578116
2007-08-07,0.0070877661858625984,0.016410742983942406,-0.020677081287306054,-0.0035065629238962837,-0.014765241050313823,0.0038608691364270674,,0.023597585535957054,0.7280721714339254,-0.0018761757410389209,0.008980791469992921
2007-08-08,0.01097078791618289,0.01962418782390074,-0.011336059837926293,0.0006146031233937865,-0.003986907277231206,0.01401853721357691,,0.013513510347053876,0.6666647400514406,0.004139866333201123,0.006802759069735987
2007-08-09,-0.023136794934169536,-0.01303270720162597,-0.025928960180339078,-0.03732853586673557,-0.025192590263696704,-0.009656442181799,,0.026828811958848432,0.015625325962245997,-0.013308794509585432,-0.009960563517640039
2007-08-10,-0.00901279214896733,-0.002952328027294504,-0.014794808800527637,-0.05250506345622552,-0.03138574771048012,-0.018529232728768486,,0.025380727451814432,0.5416644149370794,-0.010689547921185842,0.001694873200515749
2007-08-13,0.006768183229402425,-0.007713211114582008,-0.019567472252693285,-0.04513540760022405,-0.022577263041281718,-0.011952092530952925,,0.008403393670198897,0.29999618531726846,0.008460269378307453,-0.001677890741246707
2007-08-14,-0.017016755978135567,-0.03146347370223901,-0.015569069698606164,-0.06848494242601832,-0.035804421156900954,-0.028446826382813182,,0.021585854166873884,0.059407174637226834,0.0021008884879005867,-0.019077564630127518
2007-08-15,-0.019021144950503555,-0.06019653189033014,-0.04175365211459259,-0.0851105600739186,-0.04996478447945488,-0.046261481038773075,,0.027886682717759785,0.07031268626469256,-0.0023509426843173796,-0.016709485308430694
2007-08-16,-0.009803937864484302,-0.047369489937146625,-0.05978484444613141,-0.09678058349403529,-0.054513670758245945,-0.05497565857653993,,0.03344335384484968,0.6973691145136639,-0.00806106174905926,-0.0017570397211125158
2007-08-17,0.01892190530066662,-0.02051602011526721,-0.023407778121366962,-0.07472523318242474,-0.032860983576785775,-0.037081985020304235,,0.021593607651602086,0.720001220703125,0.018921905300666543,0.0
2007-08-20,0.004750537669660826,-0.02247898590597508,-0.030018811856622585,-0.07070103728986576,-0.02466124026753032,-0.03235469332415625,,0.013754554189526428,0.7031209021767748,0.0038868559671344604,0.0008603376938274247
2007-08-21,0.01053087666713659,0.004915570372643563,-0.02670256424874673,-0.04682751444450184,-0.011998060885609278,-0.022245874377843255,,0.015738019380316957,0.8513508637176718,-0.0010745591741300605,0.01161791998376948
2007-08-22,0.013611216150950955,0.038344188736919804,-0.02416053033352128,-0.0352227049538707,0.0032839288388077587,-0.009398868483608283,,0.009022247304919575,0.9069746810737922,0.007656329367221886,0.005909640628634399
2007-08-23,-0.002727676637252152,0.045764532044925366,-0.0037728004324014686,-0.029603935820560534,0.002076652135821422,-0.012297987587185623,,0.013044370877510262,0.48387057079046053,0.002727676637252304,-0.005440513313444716
2007-08-24,0.014096402290134424,0.04081190528183587,0.019458587296864005,0.004375892417750826,0.015977419906162454,0.0012754978424153495,,0.018879664585229636,0.9670343029373174,-0.0031558534616875212,0.017306873709127972
2007-08-27,-0.006638997712843708,0.029013589603166468,0.0058824076254200275,-0.013800168475262775,0.009945494330060888,-0.005421554775956656,,0.0075188095722766805,0.11111346585851736,-0.002904551606482168,-0.0037453245949305167
2007-08-28,-0.023809510530850786,-0.00595488678372913,-0.001068588076132193,-0.016621020852501944,-0.013278696245053857,-0.028686346718575607,,0.021181036433785418,0.03030559911838257,-0.005848007262903135,-0.01806716015173505
2007-08-29,0.028669236295839395,0.008812462966581114,0.04749455844672856,0.003757835061415138,0.01481703676414671,-0.0009723979290826363,,0.02225456851237285,0.9626195212731823,0.006632382273459918,0.021891660163573898
2007-08-30,0.005199667023276344,0.01683153949724625,0.06336635907085886,-0.00020683329544146645,0.020104511230639024,0.003796723154211918,,0.020484205275379613,0.58585944213037,-0.005199667023276317,0.010453689752429905
2007-08-31,0.011173123947268326,0.013900376729049091,0.055279582869332655,0.03057783253751878,0.02992620735509158,0.014536052527134207,,0.009208118943621552,0.5777730682829653,0.010966247862964525,0.00020463203864727058
2007-09-04,0.016574614098518792,0.03759396818934535,0.067698293757112,0.03564725955718018,0.04511365094167668,0.030329177021457297,,0.021940421616187707,0.7064223394240158,0.0012277752118359123,0.015328019524264453
2007-09-05,-0.010064412176501336,0.05220364867537208,0.045937895074083634,0.01800867123066907,0.0336492993419241,0.01907607895658313,,0.015860158380520625,0.397436336337805,-0.002415437422456373,-0.007667495108666913
2007-09-06,-0.0008133573663913207,0.02204653740069329,0.031053284661659353,0.006142490502114573,0.032483067982883924,0.017269131570095797,,0.011192495805696055,0.5999972256708674,0.0010166579249753457,-0.0018281566813884691
2007-09-07,-0.018518515643364153,-0.002069155494095254,0.01472755693072636,0.010899192365168231,0.012809728512955783,-0.001854332422667333,,0.013477041620380128,0.43076886961319305,-0.012413524988363242,-0.006181727686103611
2007-09-10,-0.00062199418580966,-0.01370980527090171,0.0,0.019458587296864005,0.01120296212448849,-0.0027558569717001814,,0.019502045888591373,0.41489357384899456,0.008086240791001965,-0.008638382932375585
2007-09-11,0.015145218478868072,-0.015096618264751949,0.02192980813778167,0.02794121583381526,0.025087725049554532,0.011790787323843584,,0.011444949311226124,0.8928549533041328,0.006431484516326073,0.008658049848996647
2007-09-12,0.00020433929022756203,-0.0048800666323205455,0.0470688247590656,0.04594993949803827,0.022993274989383486,0.011616818419041792,,0.012055581715237141,0.27118611191928865,-0.0018393654614052898,0.0020474707987032637
2007-09-13,0.004903998471626814,0.0008140194551116142,0.022878503166166908,0.07145966601869458,0.024497958836195155,0.016212287548204852,,0.008336719090442143,0.5853701653346408,0.007151661190022039,-0.002231702339386853
2007-09-14,0.0008133573663913207,0.020526678164278778,0.018415049781284276,0.08294830350889204,0.0213207637914771,0.016803514981733107,,0.011783864621497097,0.8448278130014996,-0.007726739848662474,0.008606598160018266
2007-09-17,-0.008329943869234469,0.01265561412232552,-0.0012276971537767967,0.0539840191290053,0.010193016298537172,0.00835442938657986,,0.010448643867735448,0.4313763622628021,-0.004469752443049253,-0.0038775229940609056
2007-09-18,0.025199744061252805,0.022685481369885574,0.007246389052740332,0.075435250984623,0.031901521671107554,0.03327374057319742,,0.02498001553017811,0.967999267578125,0.005736504229030635,0.019352225707609246
2007-09-19,0.002597866727409137,0.025132807044360383,0.02013009063900606,0.066992719704696,0.031232934134401067,0.03523552185021221,,0.012158673163539127,0.31147284688696,0.004996003106035623,-0.0023862148418649096
2007-09-20,-0.0027905001944984464,0.01728341742266415,0.018111505915808568,0.04972721232632282,0.025856559060953018,0.031827190466346716,,0.006795925662276599,0.32353106171955104,-0.0021924815560863168,-0.0005993326642244378
2007-09-21,0.00659607913464999,0.02316130356309154,0.044163406351474865,0.059541382363497375,0.029635768694036564,0.03829058249411254,,0.010127127284538538,0.6862761230870495,0.00499700192084461,0.001591126352366215
2007-09-24,0.004567107614153798,0.03646791086285228,0.049585048792905484,0.049585048792905484,0.03181725143182242,0.04273588905338235,,0.012452999634666768,0.4126975476839237,0.0025814349988016578,0.0019805599286351686
2007-09-25,0.00948803203772619,0.02058350840232026,0.04373593656859365,0.06662486540405066,0.03822969229756835,0.05210027709235976,,0.0139024689390122,1.0,-0.0033603870948769273,0.012891740370574929
2007-09-26,0.004895241854198318,0.02292209622982888,0.0486309998957859,0.09798882866680425,0.03847748418529571,0.05677595909776831,,0.007599364613553771,0.5128232716459955,0.005678498477781162,-0.0007788340158096026
2007-09-27,0.005066292630097058,0.03098147290779507,0.0488003560590935,0.07279533832586838,0.040055686495705574,0.061513482008827614,,0.005622351788144827,0.7586225040119965,0.0058456593695343055,-0.0007748373044884474
2007-09-28,-0.0032958894456693866,0.020849865455417005,0.04449407908157088,0.06372848954411481,0.03341876090236315,0.05754039302960845,,0.009725734321805665,0.45999908447265625,-0.0007755120997933052,-0.002522333445983103
2007-10-01,0.011476369467789294,0.0278711176746258,0.06535542997248434,0.06404749614334637,0.042000639319533406,0.06881964803162102,,0.014999976524939904,0.7948716694706366,0.0007780765540958726,0.010689975294552827
2007-10-02,0.00019227541410016258,0.018406082481419173,0.03936845263714961,0.04690012081410311,0.03977365938897151,0.06817328402455901,,0.006537207528559439,0.8529322667145374,0.0007692483755258414,-0.000576529467069795
2007-10-03,-0.0069216844313039205,0.0064302773386020196,0.02949976900437079,0.05022369266726456,0.030033532842796362,0.05976981175818075,,0.011035811771246977,0.26316071261260054,-0.0032685670915495835,-0.0036650969550489
2007-10-04,0.0023233093579801967,0.003683571538661612,0.03477916691828553,0.053520575921481406,0.029726215508091396,0.061199897301785294,,0.009464973423489972,0.8775486372235327,0.0019360788222046838,0.0003864822756265097
2007-10-05,0.02028200169550276,0.027426567819433423,0.0488482735237894,0.09516898602846346,0.045837037424763256,0.08102133185804508,,0.01590307000077854,0.904759742235503,0.007726438239226538,0.012459297463917218
2007-10-08,0.006247668174201415,0.022115413959209684,0.05060291293871555,0.10269710963875056,0.04723907917999907,0.0854825410654756,,0.008466618062472609,0.9777815453736278,-0.0003786531215302468,0.006628831323404476
2007-10-09,0.0043273666158663016,0.026341141911070176,0.0452320616231594,0.0909462647697703,0.04718000722670921,0.08803328174489411,,0.00786815240236938,0.8333348470949373,0.002257740892563056,0.0020649635706081696
2007-10-10,0.0024353175499582935,0.03601155354704799,0.042673395162351246,0.09337964493383022,0.045045712464044166,0.08803060757831357,,0.0067277260632372885,0.833329801212224,0.00018730463344211675,0.0022475919321331126
2007-10-11,-0.01588485331308709,0.017191411662716538,0.020938308996088173,0.07076046198946617,0.024962282925702402,0.06867873610933939,,0.03152297478583592,0.2289163271355964,0.005232715432201079,-0.02100764173419156
2007-10-12,0.016521058382181764,0.013441860821181262,0.0412370927480461,0.08756597829544277,0.03754382857429411,0.08405087574238403,,0.01382405558269876,0.986483630346373,0.004557570815841758,0.011909210496142963
2007-10-15,-0.007659253815837652,-0.0005644890523575086,0.021538440997783903,0.08830152504261535,0.025314360109925927,0.07327005434169327,,0.019013523001540602,0.4158404622967537,0.0014945233117700293,-0.009140117009664469
2007-10-16,-0.004706325395837707,-0.009554179955517106,0.016535293945501017,0.05655471551918523,0.01770931907598486,0.0661079459324794,,0.01134856225161099,0.3166651831695091,-0.006212312179835978,0.0015154009276383952
2007-10-17,0.012861742366438556,0.0007475409602328842,0.03678601461859898,0.06737096255680997,0.02745638592759283,0.07754282325132916,,0.018300645307163632,0.8877544268025426,0.014185738890713142,-0.001305477363271522
2007-10-18,0.0042950428667263285,0.02126849478029036,0.038825541892221205,0.07495502881266924,0.028170474424681655,0.08002375195105732,,0.014317599018988651,0.8571421494072453,-0.004108261608594103,0.008437969862962878
2007-10-19,-0.024916329174476504,-0.02036241691470897,-0.007194264867678046,0.04130258123805253,0.0005628426241559133,0.051116632887357516,,0.02631581053116897,0.03623130316038616,-0.0001859115239894572,-0.024735016175040037
2007-10-22,0.012013750660061273,-0.0009412507166022266,-0.0015052084432346513,0.04902153656367325,0.010193300723672399,0.06128112930881901,,0.020727312614406777,0.9545460850748029,-0.005339412407121187,0.017446316144060697
2007-10-23,0.020915783243537822,0.02477778323730928,0.014986871881844221,0.060896820617501346,0.028278621000760618,0.08063474245746775,,0.016057566020383635,0.965518602152895,0.010175257558556357,0.010632338898242008
2007-10-24,-0.00756736517354617,0.004108332844771967,0.0048589449520846095,0.047739687792448304,0.018130189859533203,0.0694793696676216,,0.024920962268550853,0.873135709263171,-0.008121052495951197,0.0005582206617030174
2007-10-25,-0.013390388963613331,-0.013573811059983787,0.007405989190628626,0.028499367076811888,0.003101001370661143,0.052165998312964965,,0.023185665597089296,0.2439019095203094,0.0022317078456978025,-0.01558731048620579
2007-10-26,0.01658814478361892,0.028413457617977755,0.00747247403326301,0.04901770988607623,0.017316845391132787,0.0660336014886433,,0.014092381456143563,0.644737238367719,0.019415694793725544,-0.002773696760357171
2007-10-29,0.004079384747973203,0.02035051511711261,0.019390109463573335,0.04134618318997907,0.019399688465131914,0.06707500259272257,,0.009048968876438895,0.6326536967403913,0.004821033192322148,-0.0007380900875379869
2007-10-30,0.0020313350425618104,0.0014765229956963388,0.02629089119973793,0.04326091275931554,0.0193116649206943,0.0659950001181563,,0.012163654032959801,0.5454498164898998,-0.0038781697738192343,0.005932512105511521
2007-10-31,0.014190941422460357,0.02343310974161028,0.027637713600788816,0.06544040955593089,0.030505030782512772,0.07773053398370082,,0.01871704165264085,0.9611641136558986,0.0038703078817933128,0.01028084351099503
2007-11-01,-0.018717041652640987,0.017907648946313026,0.004090762843003359,0.043075130819356655,0.009110028216677026,0.05493887240470716,,0.014814800686306424,0.03749850988245953,-0.006360139594492878,-0.012435996733368987
2007-11-02,0.0077777438693575895,0.009085812367824131,0.03775742933043991,0.030291527515436067,0.015440567873809177,0.06028956689899948,,0.017456831953397173,0.8631568803029279,0.007777743869357639,0.0
