,feat_rsi_14,feat_macd_line,feat_macd_signal,feat_macd_hist,feat_roc_10,feat_roc_20,feat_stoch_k,feat_stoch_d,feat_williams_r
2006-05-30,31.92438672282988,-0.7590162937234268,-0.6552122384374146,-0.10380405528601222,-3.7848617119992842,-6.756755139600511,10.933329264322916,23.577792519752492,-89.06667073567708
2006-05-31,34.50649180631774,-0.7565760773667733,-0.6754850062232864,-0.0810910711434869,-2.609134218771832,-6.570396130841089,17.25145644387881,20.02785593532526,-82.74854355612119
2006-06-01,45.81836789095835,-0.6726518057156667,-0.6749183661217625,0.002266560406095741,1.0681637510232838,-4.217883656794946,63.18002183475813,30.454935847653285,-36.81997816524187
2006-06-02,44.910361725281774,-0.607211014148703,-0.6613768957271506,0.054165881578447594,1.510883902983406,-5.2354825377520955,66.82461798800992,49.085365422215624,-33.17538201199008
2006-06-05,37.945900173674424,-0.6176239923604783,-0.6526263150538162,0.03500232269333792,-1.4485380353929884,-8.017080361357499,27.093574768111715,52.366071530293254,-72.90642523188828
2006-06-06,37.7261279853314,-0.6211369235830091,-0.6463284367596549,0.025191513176645808,-0.5645399379311479,-8.175357110346987,29.37854933781614,41.098914031312596,-70.62145066218386
2006-06-07,35.58075176740107,-0.6399447128326798,-0.6450516919742599,0.0051069791415800925,-0.3368776045638765,-8.515703504022582,12.994321059494176,23.155481721807345,-87.00567894050583
2006-06-08,35.13558036995376,-0.65217347304052,-0.6464760481875119,-0.0056974248530080596,-1.158293348561993,-7.847364499054336,36.254998244630166,26.209289547313492,-63.745001755369834
2006-06-09,33.267793803389125,-0.6742652541373744,-0.6520338893774844,-0.02223136475988996,-3.074184618163929,-6.3573884287708315,26.294832221599105,25.181383841907817,-73.70516777840089
2006-06-12,28.391648259827818,-0.7437187549495761,-0.6703708624919028,-0.07334789245767326,-5.292479270082004,-6.942018402996235,0.38322352074551735,20.97768466232493,-99.61677647925448
2006-06-13,27.522760369018712,-0.801624397195063,-0.696621569432535,-0.105002827762528,-3.597306965850561,-7.246015583836283,3.169019287054611,9.949025009799744,-96.83098071294539
2006-06-14,33.10775469610499,-0.8075432693360938,-0.7188059094132467,-0.08873735992284704,-3.065426677135302,-5.594579799522636,16.549337867987305,6.700526891929144,-83.4506621320127
2006-06-15,45.29368721460368,-0.7216102321396747,-0.7193667739585323,-0.002243458181142355,-2.7428286526180736,-1.7039628030147362,52.46484501449988,24.061067389847267,-47.53515498550012
2006-06-16,42.74500160260175,-0.670789754346437,-0.7096513700361132,0.03886161568967628,-3.279513766592105,-1.8181795092042639,41.549304287907546,36.85449572346491,-58.450695712092454
2006-06-19,40.30270996114117,-0.6480582672855348,-0.6973327494859977,0.04927448220046282,-1.93398665190365,-3.3545101550443905,30.63376356131546,41.54930428790763,-69.36623643868454
2006-06-20,40.88938182845801,-0.6188745708179937,-0.6816411137523969,0.0627665429344032,-1.729027532762097,-2.283806419732977,32.394434303260354,34.85916738416112,-67.60556569673965
2006-06-21,47.55013498934477,-0.5410940235609019,-0.6535316957140979,0.112437672153196,0.5720260684872077,0.23322143620633057,53.52114000341174,38.849779289329184,-46.47885999658826
2006-06-22,43.262645966757105,-0.5130769876837817,-0.6254407541080347,0.11236376642425294,-0.5468825281905308,-1.6988413728040455,42.91658851840402,42.94405427502537,-57.08341148159598
2006-06-23,42.922432716538395,-0.48846993926867555,-0.5980465911401629,0.10957665187148735,0.0,-3.074184618163929,49.253855978926154,48.5638615002473,-50.746144021073846
2006-06-26,44.10589306484355,-0.4556472174834312,-0.5695667164088166,0.11391949892538544,2.2727231001125436,-3.1400395689092817,54.22890859712019,48.79978436481679,-45.77109140287981
2006-06-27,37.997005020004565,-0.482174843747849,-0.5520883418766231,0.06991349812877412,0.7516745752936432,-2.8726724324144834,20.218500637867162,41.2337550713045,-79.78149936213283
2006-06-28,41.396412709602124,-0.47512733724040856,-0.5366961409493802,0.061568803708971664,0.47834254601788906,-2.6017473711311334,35.51917352477675,36.65552758658803,-64.48082647522325
2006-06-29,52.834102040095054,-0.3724535208540942,-0.5038476169303231,0.13139409607622887,0.8020635093278968,-1.9627643710362161,98.36051562982048,51.366063264154796,-1.6394843701795199
2006-06-30,51.06096902337642,-0.30292317315666395,-0.4636627281755913,0.16073955501892734,1.1215448707992686,-2.1947501142292056,81.31318093806895,71.7309566975554,-18.686819061931047
2006-07-03,53.11235145672099,-0.22664817175483876,-0.4162598168914408,0.18961164513660206,2.5506212249240883,0.5673058989897852,92.78353150765201,90.8190760251805,-7.216468492347987
2006-07-05,45.51860536835944,-0.23211181620747112,-0.3794302167546469,0.14731840054717577,0.18382271916576742,-1.5483831590221775,43.75006773261548,72.6155933927788,-56.24993226738452
2006-07-06,45.19115128061869,-0.23693825664738455,-0.35093182473319445,0.1139935680858099,-1.4736289822312822,-0.9100324556752203,41.47728627379582,59.336961838021104,-58.52271372620418
2006-07-07,41.79163645329259,-0.2715239365231028,-0.33505024709117615,0.06352631056807334,-1.3092433044768808,-1.848965809783723,17.613514444928104,34.280289483779804,-82.3864855550719
2006-07-10,39.29072536546056,-0.32185131737136174,-0.3324104611472133,0.010559143775851543,-2.0707755804189145,-2.0707755804189145,9.644788003655911,22.911862907459945,-90.3552119963441
2006-07-11,42.43827211169011,-0.33527769527299967,-0.3329839079723706,-0.0022937873006290688,-1.5947728375204246,0.641705491919472,27.18437972208231,18.14756072355544,-72.81562027791769
2006-07-12,37.175014516636054,-0.3986142123872227,-0.346109968855341,-0.05250424353188171,-1.5987170094236325,-0.8590595834207215,3.913051410526246,13.580739712088153,-96.08694858947375
2006-07-13,33.29211497622616,-0.49315283190185255,-0.37551854146464336,-0.11763429043720919,-3.967204299176778,-3.5078385792093028,0.0,10.365810377536185,-100.0
2006-07-14,31.19786476075808,-0.5911174642186978,-0.41863832601545425,-0.17247913820324356,-7.751541398180577,-7.011650173817932,4.477545656822845,2.796865689116364,-95.52245434317716
2006-07-17,32.313222038503724,-0.653954500565689,-0.46570156092550125,-0.1882529396401878,-7.067324338702982,-6.025042681527186,7.164118599561578,3.880554752128141,-92.83588140043842
2006-07-18,33.85298879285243,-0.6861604552348197,-0.509793339787365,-0.17636711544745476,-7.307688395182292,-4.9434586215170375,16.94446858065651,9.528710945680311,-83.0555314193435
2006-07-19,39.64407421670295,-0.6660808778698879,-0.5410508474038696,-0.12503003046601835,-4.010491566969582,-3.8340410424541322,29.99995761445686,18.03618159822498,-70.00004238554314
2006-07-20,35.76934479035697,-0.6858350417912646,-0.5700076862813486,-0.11582735550991607,-5.326682620796076,-6.7218160641358295,15.000031789157354,20.648152661423573,-84.99996821084265
2006-07-21,33.30262594151209,-0.723809642413606,-0.6007680775078,-0.12304156490580598,-5.279909621326742,-6.520026062603971,4.624274270190889,16.541421224601702,-95.3757257298091
2006-07-24,41.42985699214732,-0.6886751758502285,-0.6183494971762857,-0.07032567867394279,-2.542828553049409,-4.560947860739857,27.706977738685897,15.777094599344712,-72.2930222613141
2006-07-25,43.61820828450265,-0.6365479582617297,-0.6219891893933746,-0.014558768868355165,-2.709884363186752,-4.261440700954862,36.73464356567965,23.021965191518813,-63.26535643432035
2006-07-26,43.36892664401846,-0.5908465028498426,-0.6157606520846682,0.0249141492348256,-0.9206611150237094,-2.5046593586023085,39.92396705722632,34.78852945386395,-60.07603294277368
2006-07-27,41.333658216667295,-0.5674526588253457,-0.6060990534328038,0.03864639460745811,0.11015450101164737,-3.8614198522650014,33.891119893252,36.84991017205265,-66.108880106748
2006-07-28,49.427306437880624,-0.48203050054474517,-0.5812853428551921,0.0992548423104469,3.2554313532251653,-4.748456153990011,71.36359774378074,48.392894898086354,-28.636402256219256
2006-07-31,49.33084881820277,-0.41040897429149936,-0.5471100691424535,0.13670109485095416,2.969746686305842,-4.307459282756258,74.28565200489702,59.84678988064326,-25.71434799510299
2006-08-01,43.645096770354435,-0.3990768218013656,-0.517503419674236,0.11842659787287035,0.9128575447533088,-6.461539635291466,52.80894782862139,66.15273252576638,-47.19105217137861
2006-08-02,47.91992224956188,-0.35294393020726744,-0.4845915217808423,0.13164759157357486,0.7373032922963426,-3.302757761033774,75.8426629176882,67.6457542504022,-24.157337082311795
2006-08-03,50.20198042954214,-0.29443023193995543,-0.446559263812665,0.15212903187270954,2.8824751886097033,-2.597747737106804,87.77770478045348,72.14310517558768,-12.222295219546517
2006-08-04,48.5100264162913,-0.2587919435616044,-0.4090057997624529,0.15021385620084848,3.501400485396174,-1.963379917040181,67.46410260622288,77.02815676812152,-32.53589739377711
2006-08-07,46.145460589815244,-0.24706644475470796,-0.37661792876090394,0.12955148400619598,0.8239473724740203,-1.7398327496247585,54.2288056783891,69.82353768835516,-45.7711943216109
2006-08-08,43.93526589215733,-0.25341177020114714,-0.35197669704895257,0.09856492684780543,-0.38230309593630557,-3.0818274873063007,42.78605454441935,54.826320943010444,-57.21394545558065
2006-08-09,44.556949978110765,-0.2515067524782708,-0.33188270813481624,0.08037595565654543,-0.16398298180046555,-1.0831343692754818,45.27357613254671,47.429478785118384,-54.72642386745329
2006-08-10,47.79855945638063,-0.22640713225560205,-0.31078759295897346,0.08438046070337141,1.2104606874179409,1.3219485653597556,54.09839824565792,47.386009640874654,-45.90160175434208
2006-08-11,44.96720551773977,-0.2249029605296613,-0.293610666473111,0.06870770594344972,-1.5629259539621057,1.641625417730084,21.428493577692183,40.266822651965605,-78.57150642230782
2006-08-14,48.02757845502198,-0.2020160486669269,-0.2752917429118742,0.07327569424494729,-0.8894825604577941,2.0538487469835847,38.5714519266925,38.0327812500142,-61.4285480733075
2006-08-15,57.81675694872453,-0.10759447173859371,-0.24175228867721812,0.1341578169386244,3.3443016338051614,4.287687888341969,96.66671752929688,52.22222101122719,-3.333282470703125
2006-08-16,64.67412585085219,0.03860579735655989,-0.18568067147046255,0.22428646882702244,4.608297075267732,5.379577493618819,99.14891751983235,78.12902899194057,-0.8510824801676518
2006-08-17,65.62087194653836,0.16387825810271295,-0.11576888555582744,0.2796471436585404,4.337286251828604,7.344782640506247,90.80882765429882,95.54148756780937,-9.191172345701174
2006-08-18,66.04093650595804,0.2649450732734451,-0.03962609378997294,0.304571167063418,4.979702610543369,8.655462427316394,93.01475950588473,94.32416822667197,-6.9852404941152715
2006-08-21,61.084382811201635,0.31159326978217194,0.030617778924456038,0.2809754908577159,4.6581289215992925,5.5204568249292825,79.41172345701175,87.7451035390651,-20.588276542988254
2006-08-22,61.16922564078914,0.3453879728454865,0.09357181770866213,0.25181615513682437,5.345396895309041,4.942658181551886,79.77944888868943,84.06864395052862,-20.220551111310574
2006-08-23,57.27057724966895,0.3447952828633305,0.1438165107395958,0.2009787721237347,4.407338253906572,4.2361279874193185,69.11765530859765,76.10294255143293,-30.88234469140235
2006-08-24,58.35481929993894,0.3491766111063441,0.18488853081294548,0.16428808029339864,3.9684671055728584,5.226964527196872,73.16179358009178,74.01963259245962,-26.83820641990822
2006-08-25,59.066626689229864,0.3542140762843502,0.21875363990722646,0.13546043637712374,4.900084794259032,3.2605741432813016,75.7353106171953,72.67158650196158,-24.2646893828047
2006-08-28,61.96695240860057,0.3772581567788791,0.25045454328155703,0.12680361349732205,5.0040797652462095,4.070086787965153,86.1423525982821,78.34648559852307,-13.857647401717902
2006-08-29,63.13105860367744,0.4005859619118013,0.2804808270076059,0.12010513490419539,2.732092197487177,6.167763235289966,90.63669769860728,84.17145363802823,-9.363302301392723
2006-08-30,64.86811329143023,0.42865664883154153,0.31011599137239304,0.11854065745914849,0.8292295764677762,5.475740014055128,95.488761700437,90.75593733244212,-4.511238299562999
2006-08-31,64.14485071248149,0.44257341997921884,0.3366074770937582,0.10596594288546063,0.36147531965695895,4.714439790828798,93.13304791296561,93.0861691040033,-6.866952087034395
2006-09-01,66.27106669342604,0.46518566944489237,0.36232311556398505,0.10286255388090731,0.747617707354213,5.764549456387584,93.86805099461084,94.16328686933781,-6.1319490053891625
2006-09-05,69.7649354971483,0.5079137293337368,0.3914412383179354,0.11647249101580137,2.7069259893093154,7.491147013302912,98.780459438588,95.26051944872148,-1.2195405614119967
2006-09-06,56.63111885884363,0.47258192283041467,0.40766937522043134,0.06491254760998333,0.6245065362052785,6.003285784511639,48.076880754135644,80.24179706244483,-51.923119245864356
2006-09-07,54.13066832634178,0.425156064673331,0.4111667131110113,0.01398935156231973,0.9176777514929729,5.365461167988685,36.538654342270966,61.13199817833154,-63.461345657729034
2006-09-08,56.758009202861956,0.4015015117694176,0.4092336728426926,-0.007732161073274957,1.2287613613153594,5.2459914573180075,51.282201763073274,45.29924561982663,-48.717798236926726
2006-09-11,59.373020859886225,0.39753835533036863,0.4068946093402278,-0.009356254009859177,1.6701445583124066,6.652067852115449,66.66666666666667,51.49584092400363,-33.333333333333336
2006-09-12,66.01331472060207,0.4473389614204777,0.4149834797562778,0.03235548166419988,2.7713019370876304,7.914059861801519,93.61708171766793,70.52198338246929,-6.382918282332077
2006-09-13,68.1177595830373,0.5027971484474776,0.43254621349451783,0.07025093495295975,3.150016098948501,5.968169640494639,98.54374954862531,86.27583264431996,-1.456250451374679
