,feat_rsi_14,feat_macd_line,feat_macd_signal,feat_macd_hist,feat_roc_10,feat_roc_20,feat_stoch_k,feat_stoch_d,feat_williams_r
2007-05-11,64.61121962522068,0.5798093690238062,0.597421746089738,-0.017612377065931772,0.4509321147708803,4.770430415737927,88.41448096837566,77.64792049886215,-11.585519031624349
2007-05-14,59.21930526368272,0.5441418466819314,0.5867657662081767,-0.042623919526245224,1.0879025456049722,3.1069633122813864,61.06858003139114,67.307303173004,-38.93141996860886
2007-05-15,53.781697139200276,0.48127816257769496,0.5656682454820804,-0.08439008290438543,0.39198674292958574,2.0814850086029035,33.58764621777476,61.02356907251385,-66.41235378222524
2007-05-16,58.866091951864775,0.4624388337552645,0.5450223631367173,-0.08258352938145275,0.2800540138801735,3.4214640589990712,67.9388134847951,54.198346577987,-32.0611865152049
2007-05-17,55.64333595410449,0.42485906700497367,0.5209897039103686,-0.09613063690539492,-0.5580560649960874,2.6135111080770024,51.14513597488709,50.89053189248565,-48.85486402511291
2007-05-18,59.74302518958738,0.4208877022509867,0.5009693035784922,-0.08008160132750552,0.17155911328538032,2.88545708054002,80.15252949107332,66.41215965025184,-19.847470508926673
2007-05-21,62.67597673762026,0.43691135615795673,0.4881577140943852,-0.051246357936428455,0.8149201044685459,3.386842004589382,82.70653832474788,71.33473459690276,-17.293461675252114
2007-05-22,63.06240319512067,0.4476774103874419,0.48006165335299655,-0.032384242965554644,0.6847842883777284,2.954044751823897,83.21169915658884,82.02358899080333,-16.788300843411164
2007-05-23,59.418772200486806,0.43346096566777703,0.4707415158159527,-0.03728055014817566,0.0,1.1228685863602212,63.01387401039898,76.31070383057856,-36.98612598960102
2007-05-24,49.952768947485204,0.3639355477117263,0.4493803221951075,-0.08544477448338117,-0.06494648233118014,-0.8378075102908734,17.123298408799936,54.449623858595906,-82.87670159120006
2007-05-25,53.41233690367825,0.32845062892541677,0.4251943835411694,-0.09674375461575263,-0.7054254488426238,-0.25767432396634155,36.9863872703995,39.04118656319946,-63.0136127296005
2007-05-29,57.35341152788225,0.32562402467443974,0.40528031176782353,-0.07965628709338379,0.7533411444584666,1.8494393075510922,61.64397878399917,38.584554821066185,-38.35602121600083
2007-05-30,61.094646628831114,0.35001180481116023,0.3942266103764909,-0.044214805565330695,2.364425571943952,2.765680549661995,87.67120424319968,62.100523432532775,-12.32879575680032
2007-05-31,63.11227815682291,0.3826802563725238,0.3919173395756975,-0.009237083203173735,1.8474771738919329,2.1327051217531108,93.1676665434591,80.82761652355265,-6.8323334565409
2007-06-01,63.39107168160438,0.40630723350699327,0.3947953183619567,0.011511915145036578,2.3958488059248606,1.8244225613591731,82.25797189430382,87.69894756032086,-17.742028105696175
2007-06-04,64.73079642199961,0.4313564628506654,0.4021075472596985,0.02924891559096693,1.8625621143958395,2.037316622729067,89.78502342141316,88.40355395305869,-10.214976578586839
2007-06-05,64.73079642199963,0.4460661842697746,0.4108992746617138,0.03516690960806085,1.212515485796967,2.037316622729067,89.78502342141316,87.27600624571004,-10.214976578586839
2007-06-06,56.06300727598219,0.4118235883687049,0.411084137403112,0.0007394509655929138,0.04250894386395192,0.727584326810416,61.1110522423012,80.22703302837583,-38.8889477576988
2007-06-07,46.47090512769131,0.32206861569381573,0.3932810330612528,-0.07121241736743705,-1.046341360896251,-1.046341360896251,20.55550492837903,57.15052686403112,-79.44449507162098
2007-06-08,53.2035679568412,0.29354753166733616,0.37333433278246947,-0.07978680111513331,1.624783367589304,1.5587816456153722,52.2221680629171,44.62957507786577,-47.7778319370829
2007-06-11,52.089528185784566,0.2606771826462193,0.3508029027552194,-0.09012572010900011,0.7965531233746989,0.08550858608623904,47.222157466531314,39.999943485942474,-52.777842533468686
2007-06-12,48.67475922783309,0.20961729509150473,0.32256578122247653,-0.1129484861309718,-0.5768007900929683,0.1721950766921664,31.666663134538073,43.703662887995485,-68.33333686546193
2007-06-13,54.522698811972596,0.20790793539070762,0.2996342120561228,-0.09172627666541516,-0.29667173918753287,2.060739250290338,59.99991522891372,46.29624527666103,-40.00008477108628
2007-06-14,57.67919558829329,0.22892882653847124,0.2854931349525925,-0.056564308414121245,-0.10546137359516593,1.7400674254923234,74.534180622293,55.40025299524825,-25.465819377707014
2007-06-15,61.40187350608925,0.27469795950874243,0.2833340998638225,-0.00863614035508009,0.674535632562317,3.0865452923854595,93.567212324825,76.03376939201056,-6.432787675175008
2007-06-18,61.49308723129167,0.30822439695388937,0.2883121592818359,0.019912237672053468,0.39932454686240765,2.269324328981589,94.15213288538502,87.41784194416766,-5.847867114614983
2007-06-19,61.33698788076896,0.33018112884888495,0.2966859531952457,0.03349517565363924,0.378302823773821,1.595405289892253,93.567212324825,93.76218584501164,-6.432787675175008
2007-06-20,54.61926427391526,0.30772375621340586,0.29889351379887774,0.008830242414528122,0.5098824729611954,0.5526081624793505,65.34105810266314,84.3534677709577,-34.65894189733686
2007-06-21,59.215846350590525,0.3209241438068986,0.3032996398004819,0.017624504006416686,3.0211513190958033,1.9431984023725903,89.7729169240506,82.89372911717957,-10.227083075949395
2007-06-22,53.148689571805185,0.29171157586010565,0.30098202701240667,-0.009270451152301018,0.8100641000880284,2.4480092544423746,64.20466737325332,73.10621413332234,-35.79533262674669
2007-06-25,50.66412161547423,0.24954541104211359,0.29069470381834805,-0.04114929277623447,0.5766776153856308,1.3778242823174864,52.840976823524564,68.93952037360948,-47.159023176475436
2007-06-26,47.439936635429234,0.1921269216218917,0.2709811473790568,-0.07885422575716511,0.6016303691207229,0.02135937030522711,37.50002709304619,51.51522376327468,-62.49997290695381
2007-06-27,55.56138304197815,0.2023874398630312,0.2572624058758517,-0.05487496601282049,1.0414488552867611,0.7416874316675004,78.40922637432186,56.250076763630865,-21.59077362567814
2007-06-28,55.30573700005456,0.20652441974758773,0.2471148086501989,-0.040590388902611185,0.33783751129669093,0.23201984962159186,72.78922333145626,62.89949226627476,-27.210776668543744
2007-06-29,56.174334374307016,0.21379369680533244,0.24045058628122565,-0.026656889475893203,-0.3350080674939608,0.33726781628115093,78.23127486369522,76.4765748564911,-21.768725136304788
2007-07-02,60.60603720760459,0.2513546225847634,0.2426313935419332,0.008723229042830183,0.5442711305039454,0.9457690855919407,98.67546490095718,83.23198769870288,-1.3245350990428224
2007-07-03,63.214567874125414,0.30025464745895647,0.25415604432533784,0.04609860313361863,1.1515977200314027,1.5342570704986174,99.38281925151823,92.09651967205686,-0.6171807484817731
2007-07-05,66.2251373089342,0.36306503357279496,0.27593784217482925,0.08712719139796571,2.8535160324117825,3.377948083485384,94.6859600691437,97.5814147405397,-5.314039930856298
2007-07-06,67.84462108747405,0.42409243359934834,0.3055687604597331,0.11852367313961526,2.3460387358761716,5.4380674351873965,97.73759014599422,97.26878982221871,-2.262409854005779
2007-07-09,68.09176075819471,0.46946602645751767,0.33834821365929,0.13111781279822765,3.3833758577825392,4.220847471065508,96.05262277308562,96.15872432940783,-3.9473772269143765
2007-07-10,61.17178202118602,0.4669585569493364,0.3640702823172993,0.10288827463203709,2.9517931304828173,3.5454930761044334,78.0701636974475,90.62012553884244,-21.929836302552502
2007-07-11,64.31525765741054,0.48599748266723,0.3884557223872855,0.09754176027994449,4.250323988547109,4.877525597568954,92.54393596659126,88.88890747904145,-7.456064033408735
2007-07-12,70.21677807881474,0.5552046468887468,0.4218055072875778,0.133399139601169,4.249054309765288,5.334754892521612,96.29640095200541,88.97016687201472,-3.703599047994585
2007-07-13,72.44180205959455,0.6302221849110339,0.4634888428122691,0.16673334209876478,5.008419707888275,5.363177539681389,97.85933684938713,95.56655792266126,-2.1406631506128595
2007-07-16,71.59468026636551,0.6778257426525371,0.5063562227803227,0.17146951987221448,4.726890907829058,4.376047374452232,93.1951691050247,95.78363563547241,-6.804830894975307
2007-07-17,74.07573346884416,0.7377109429816784,0.5526271668205939,0.1850837761610845,4.5804722441253665,5.149673562694832,98.05556320850084,96.37002305430423,-1.9444367914991554
2007-07-18,72.99163054200105,0.7714361505783742,0.59638896357215,0.17504718700622424,3.850127805383642,5.046063509440138,95.7928458998179,95.68119273778115,-4.207154100182093
2007-07-19,74.01546258163282,0.8010336725481366,0.6373179053673473,0.16371576718078928,3.4114259198880648,6.362287537857704,90.14492529276413,94.66444480036095,-9.855074707235872
2007-07-20,68.94892404174968,0.7935555273461716,0.6685654297631123,0.12499009758305935,2.435527244870458,4.838704393334108,79.53017771627609,88.4893163029527,-20.469822283723914
2007-07-23,69.117564029178,0.7802486919543057,0.690902082201351,0.08934660975295472,2.413582163851744,5.878618577873788,77.4809010260375,82.38533467835923,-22.519098973962496
2007-07-24,56.821367340719135,0.7019002170650595,0.6931017091740928,0.0087985078909667,1.753305067748253,4.756852136777271,43.881914946698835,66.96433122967079,-56.118085053301165
2007-07-25,57.58996902461669,0.6381012426840798,0.6821016158760902,-0.044000373192010445,1.2087689735463532,5.510469559742217,46.15392139441848,55.838912455718265,-53.84607860558152
2007-07-26,51.64928273366464,0.547340050468982,0.6551493027946687,-0.10780925232568661,-1.170302290119111,3.029025239750589,35.632187267975844,41.889341203031044,-64.36781273202416
2007-07-27,40.93130276113195,0.3910191722736087,0.6023232766904567,-0.211304104416848,-3.82765488778904,0.9890597983492604,0.0,27.262036220798098,-100.0
2007-07-30,47.5602670219451,0.3087616607288908,0.5436109534981436,-0.23484929276925282,-2.607822019764787,1.9957999861196458,22.140172576399543,19.257453281458453,-77.85982742360045
2007-07-31,38.97954283274668,0.15942868313603498,0.4667744994257219,-0.30734581628968694,-5.37527530867112,-1.0410160581047585,3.0959284301280654,8.412033668842527,-96.90407156987195
2007-08-01,42.99713291274868,0.07012894904404732,0.38744538934938705,-0.31731644030533973,-4.524609778581793,-0.8486852323684358,25.000051830121592,16.745384278883055,-74.99994816987841
2007-08-02,47.429759869161295,0.034465185159099576,0.31684934851132956,-0.28238416335223,-3.934816284269544,-0.657623707003027,36.95653526003172,21.684171840093786,-63.04346473996828
2007-08-03,40.36231157432301,-0.06725974746481711,0.24002752931610027,-0.3072872767809174,-5.254747468942609,-2.9472010303273897,11.956483429910126,24.63769017335447,-88.04351657008988
2007-08-06,45.582775730807455,-0.10231738858303885,0.17155854573627244,-0.2738759343193113,-4.194125198563108,-1.8817716924334944,26.90221729260177,25.271745327514527,-73.09778270739824
2007-08-07,48.579346927685656,-0.10149567200388532,0.1169477021882409,-0.21844337419212623,-2.0677081287306005,-0.3506562923896238,36.1413511076097,25.000017276707194,-63.8586488923903
2007-08-08,52.93053557675693,-0.05741612622725967,0.08207493650514079,-0.13949106273240047,-1.1336059837926338,0.06146031233936909,55.02958646663213,39.357718288947865,-44.97041353336787
2007-08-09,44.31952554385309,-0.11236909008408702,0.04318613118729524,-0.15555522127138227,-2.5928960180339073,-3.7328535866735604,21.921896121153804,37.69761123179854,-78.07810387884619
2007-08-10,41.54947352241068,-0.18844486571147456,-0.0031400681924587184,-0.18530479751901585,-1.47948088005276,-5.250506345622555,18.731936515475063,31.89447303442033,-81.26806348452493
2007-08-13,44.3376474643139,-0.2203738326049418,-0.04658682107495534,-0.17378701152998646,-1.956747225269324,-4.5135407600224005,31.907839837774592,24.187224158134484,-68.09216016222541
2007-08-14,39.2357448192988,-0.30749321210895886,-0.09876809928175605,-0.2087251128272028,-1.556906969860615,-6.848494242601838,5.63379714139497,18.757857831548204,-94.36620285860504
2007-08-15,34.53363757337743,-0.44324204238053255,-0.16766288790151135,-0.2755791544790212,-4.175365211459255,-8.51105600739186,2.7190398480573843,13.420225609075645,-97.28096015194262
2007-08-16,32.4181655357026,-0.5804442689260227,-0.25021916410641365,-0.3302251048196091,-5.978484444613144,-9.678058349403528,22.698092570492225,10.350309853314855,-77.30190742950778
2007-08-17,39.984701886498975,-0.6127201040669377,-0.3227193520985185,-0.2900007519684192,-2.3407778121366905,-7.4725233182424775,41.113515376817595,22.17688259845573,-58.886484623182405
2007-08-20,41.78042615797052,-0.6134752233812364,-0.38087052635506213,-0.23260469702617426,-3.0018811856622585,-7.070103728986581,45.82437860078286,36.54532884936422,-54.17562139921714
2007-08-21,45.679036583376785,-0.5679872174577056,-0.4182938645755908,-0.14969335288211483,-2.670256424874668,-4.682751444450184,56.316915438734924,47.75160313877846,-43.683084561265076
2007-08-22,50.35511713164504,-0.4748215952099528,-0.4295994107024632,-0.045222184507489604,-2.416053033352123,-3.5222704953870734,70.0213933359636,57.38756245849379,-29.978606664036406
2007-08-23,49.42442048392894,-0.40678796959245034,-0.42503712248046066,0.018249152888010323,-0.37728004324015113,-2.960393582056048,67.23764573648555,64.52531817039468,-32.762354263514446
2007-08-24,54.129941175490664,-0.2954020594352542,-0.39911010987141937,0.10370805043616516,1.9458587296863985,0.43758924177509084,81.58457719367463,72.94787208870792,-18.41542280632537
2007-08-27,51.65786726771603,-0.2302945321535148,-0.3653469943278385,0.1350524621743237,0.5882407625419946,-1.3800168475262728,74.73233824506029,74.51818705840682,-25.267661754939706
2007-08-28,43.95621475211682,-0.26760004434458295,-0.34579760433118745,0.07819755998660449,-0.10685880761321923,-1.662102085250194,51.31007312888341,69.2089961892061,-48.68992687111659
2007-08-29,52.85391886943199,-0.18688383751467796,-0.31401485096788556,0.1271310134532076,4.749455844672846,0.37578350614150313,96.09380975986284,74.04540704460217,-3.90619024013717
2007-08-30,54.31131952046831,-0.10157189384435839,-0.2715262595431801,0.16995436569882172,6.336635907085894,-0.02068332954415157,90.57472111069895,79.32620133314839,-9.425278889301051
2007-08-31,57.376253230629956,0.009502154326462176,-0.21532057676925168,0.22482273109571385,5.527958286933266,3.05778325375187,95.93142696573227,94.19998594543135,-4.06857303426773
2007-09-04,61.54360404354429,0.1610331887476022,-0.14004982366588092,0.3010830124134831,6.7698293757111925,3.5647259557180218,94.29590623869531,93.60068477170883,-5.704093761304694
2007-09-05,57.787713868175466,0.23803290872145766,-0.06443327718841321,0.30246618590987084,4.593789507408358,1.8008671230668998,85.38325123688655,91.87019481377138,-14.616748763113446
2007-09-06,57.48545950618184,0.2924567426905753,0.006944726787384489,0.2855120159031908,3.105328466165932,0.6142490502114603,80.49885169823236,86.72600305793806,-19.50114830176765
2007-09-07,50.95585032499827,0.2591710778564007,0.057389997001187736,0.20178108085521296,1.4727556930726293,1.089919236516832,54.84690600659398,73.57633631390429,-45.15309399340602
2007-09-10,50.751195304540005,0.22774598395002954,0.0914611943909561,0.13628478955907344,0.0,1.9458587296863985,50.13853371938204,61.82809714140279,-49.86146628061796
2007-09-11,55.441124247109855,0.2587633697692908,0.12492162946662305,0.13384174030266777,2.1929808137781635,2.7941215833815267,67.47722197357773,57.48755389985124,-32.52277802642228
2007-09-12,55.50362487722644,0.28091345701758996,0.15611999497681645,0.12479346204077352,4.706882475906548,4.59499394980382,67.7811222395627,61.798959310840814,-32.218877760437294
2007-09-13,57.060587312085325,0.3142116540611326,0.1877383267936797,0.12647332726745292,2.2878503166166873,7.145966601869451,75.07600405354952,70.11144942222997,-24.92399594645048
2007-09-14,57.32858489855153,0.3399101817121206,0.21817269777736786,0.12173748393475275,1.8415049781284383,8.294830350889194,76.29183701391611,73.0496544356761,-23.708162986083895
2007-09-17,53.63361981272589,0.3234641949589303,0.23923099721368035,0.08423319774524995,-0.12276971537767963,5.398401912900522,63.829839040690864,71.73256003605216,-36.170160959309136
2007-09-18,61.6245682754848,0.4050125825533897,0.2723873142816222,0.13262526827176746,0.724638905274034,7.543525098462299,98.67983890156957,79.60050498539216,-1.320161098430436
2007-09-19,62.36285610192894,0.4746583926786485,0.3128415299610275,0.16181686271762102,2.0130090639006,6.699271970469603,85.21119855363881,82.57362549863306,-14.788801446361195
2007-09-20,61.00175185384221,0.5126469434010872,0.35280261264903945,0.15984433075204774,1.8111505915808517,4.972721232632277,79.85605686371396,87.91569810630743,-20.14394313628604
2007-09-21,63.04898210243384,0.5628928549241579,0.39482066110406316,0.1680721938200947,4.416340635147496,5.95413823634974,91.72663153850375,85.59796231861883,-8.27336846149624
2007-09-24,64.44972944461611,0.6141921182625154,0.43869495253575364,0.17549716572676177,4.958504879290555,4.958504879290555,88.25399362763442,86.61222734328403,-11.746006372365587
2007-09-25,67.24076688284151,0.6856750701930423,0.4880909760672114,0.1975840941258309,4.373593656859368,6.662486540405077,100.0,93.32687505537939,-0.0
2007-09-26,68.62250241362295,0.7538092909911072,0.5412346390519905,0.21257465193911662,4.86309998957858,9.798882866680417,94.86489774540895,94.37296379101444,-5.135102254591043
2007-09-27,70.03792050346716,0.8193412948941159,0.5968559702204157,0.2224853246737002,4.880035605909352,7.279533832586845,98.17709135305519,97.68066303282137,-1.822908646944815
2007-09-28,67.88175903475839,0.8477853984603883,0.6470418558684102,0.20074354259197802,4.449407908157096,6.372848954411489,91.69229360727164,94.91142756857857,-8.307706392728365
2007-10-01,71.19599710815713,0.9074748319627943,0.6991284510872872,0.20834638087550716,6.535542997248432,6.404749614334644,95.51821117396517,95.12919871143066,-4.481788826034831
2007-10-02,71.25013824480416,0.9446960510176154,0.7482419710733529,0.19645407994426256,3.936845263714957,4.690012081410308,95.79827622684735,94.33626033602805,-4.20172377315265
2007-10-03,66.40993292757761,0.9343745147147189,0.785468479801626,0.14890603491309284,2.949976900437082,5.022369266726455,85.7143315089747,92.34360630326239,-14.285668491025309
2007-10-04,67.20956225885422,0.9252122627221766,0.8134172363857362,0.11179502633644045,3.477916691828557,5.352057592148151,89.07564641493224,90.1960847169181,-10.924353585067756
2007-10-05,73.21749798467266,0.9912507535736239,0.8489839398233137,0.14226681375031025,4.884827352378944,9.51689860284635,98.03435289795169,90.9414436072862,-1.9656471020483146
2007-10-08,74.78140524503638,1.0580189394408137,0.8907909397468137,0.16722799969400004,5.060291293871563,10.269710963875054,99.69140998908573,95.6004697673232,-0.3085900109142671
2007-10-09,75.84028574004108,1.116620542114127,0.9359568602202765,0.18066368189385063,4.52320616231593,9.09462647697702,98.01700726953248,98.58092338552329,-1.9829927304675217
2007-10-10,76.4423595595555,1.160178609528387,0.9808012100818987,0.17937739944648834,4.267339516235134,9.337964493383028,98.31456881614774,98.67432869158864,-1.6854311838522642
2007-10-11,65.0307844079664,1.1132777457831367,1.0072965172221462,0.10598122856099046,2.093830899608827,7.076046198946623,64.5429386298146,86.9581715718316,-35.4570613701854
2007-10-12,69.97189616035419,1.1332467531327097,1.032486564404259,0.10076018872845083,4.123709274804617,8.756597829544278,88.54748395002568,83.80166379866266,-11.452516049974319
2007-10-15,65.289865848029,1.1032709533636478,1.0466434421961368,0.05662751116751097,2.1538440997783956,8.830152504261543,70.92199349066499,74.67080535683509,-29.078006509335008
2007-10-16,62.541831418289654,1.0472697318538238,1.0467687001276742,0.00050103172614957,1.6535293945500948,5.655471551918532,61.231871538609475,73.56711632643336,-38.768128461390525
2007-10-17,66.65318253569201,1.0457044717464328,1.046555854451426,-0.0008513827049931866,3.678601461859897,6.737096255680987,85.86957873830215,72.67448125585885,-14.130421261697846
2007-10-18,67.93512952129481,1.0509088101113946,1.0474264455834197,0.0034823645279749016,3.882554189222112,7.495502881266915,93.84615610337302,80.3158687934282,-6.153843896626983
2007-10-19,54.73340418366277,0.9361155153463088,1.0251642595359975,-0.08904874418968878,-0.7194264867678093,4.130258123805241,42.30765844941253,74.00779776369589,-57.69234155058747
2007-10-22,58.788285005937865,0.8857662611737851,0.9972846598635552,-0.11151839868977009,-0.15052084432346508,4.902153656367336,66.53848298203881,67.56409917827477,-33.461517017961185
2007-10-23,64.77534514331009,0.9247716946430202,0.9827820668194482,-0.058010372176428016,1.498687188184415,6.089682061750142,98.95474597695497,69.26696246946877,-1.0452540230450333
2007-10-24,61.23660094815929,0.9120862578849867,0.968642905032556,-0.05655664714756936,0.48589449520845923,4.773968779244835,79.90872590773304,81.80065162224227,-20.09127409226696
2007-10-25,55.50225028864957,0.8343173851793324,0.9417778010619113,-0.10746041588257893,0.7405989190628595,2.8499367076811937,47.031937222933486,75.29846970254049,-52.968062777066514
2007-10-26,60.385030204184545,0.8340789816820546,0.9202380371859401,-0.08615905550388547,0.7472474033263058,4.901770988607627,87.21465959466639,71.38510757511096,-12.785340405333612
2007-10-29,61.521794653694975,0.8419369796626981,0.9045778256812917,-0.06264084601859365,1.9390109463573266,4.134618318997896,92.20778362917862,75.48479348225949,-7.792216370821381
2007-10-30,62.10726742970082,0.8472734805297861,0.8931169566509907,-0.04584347612120454,2.629089119973783,4.326091275931562,88.18886048725982,89.2037679037016,-11.811139512740183
2007-10-31,66.00653441816999,0.9032234994292452,0.8951382652066416,0.008085234222603543,2.7637713600788745,6.544040955593099,98.6884942448088,93.02837945374908,-1.3115057551911962
2007-11-01,57.485099258483864,0.85460069424213,0.8870307510137394,-0.03243005677160937,0.40907628430034376,4.3075130819356735,64.91803401710236,83.93179624972366,-35.08196598289764
2007-11-02,59.76603980181311,0.8402709920399687,0.8776787992189853,-0.037407807179016594,3.7757429330440004,3.029152751543609,78.68846923039402,80.76499916410171,-21.311530769605984
2007-11-05,57.020623582234265,0.7915481733814431,0.860452674051477,-0.06890450067003384,1.8843037606000355,1.7309466463464964,67.21310655265097,70.27320326671577,-32.78689344734904
2007-11-06,60.432122745761696,0.793015550205439,0.8469652492822695,-0.05394969907683045,0.9228497548609931,2.435367574087701,87.21313156706552,77.70490245003684,-12.786868432934478
2007-11-07,50.93838955744822,0.6790309780010091,0.8133783950260174,-0.1343474170250083,-0.7811083877012364,-0.299009255150229,43.606503247496136,66.01091378907086,-56.393496752503864
2007-11-08,42.23499300283836,0.45275789720046333,0.7412542954609067,-0.2884963982604434,-2.4882181221636506,-1.7660469196174609,21.779864296849524,50.86649970380372,-78.22013570315048
2007-11-09,35.29882299503623,0.1323131222957059,0.6194660608278666,-0.4871529385321607,-7.28722470412931,-6.594430898179163,0.0,21.79545584811521,-100.0
2007-11-12,31.24247417157541,-0.22156601846035073,0.45125964497022314,-0.6728256634305738,-10.009236991530457,-8.264306246085752,1.2460753765380603,7.675313224462518,-98.75392462346194
2007-11-13,42.50384365880536,-0.33595473589515734,0.2938167687971471,-0.6297715046923045,-6.487277463975681,-4.028744649989794,32.55452879562486,11.266868057387631,-67.44547120437514
2007-11-14,40.21028096681939,-0.47359895548377295,0.14033362394096308,-0.613932579424736,-8.97691938268313,-6.46124954952022,22.42989154848232,18.743498573548404,-77.57010845151768
2007-11-15,39.262527308857905,-0.597581227228261,-0.0072493462928817365,-0.5903318809353792,-7.740741305881077,-7.363330558492133,18.22427574208361,24.402898695396924,-81.7757242579164
2007-11-16,41.78023863045927,-0.6512132085832079,-0.13604211875094696,-0.5151710898322609,-7.607496378070286,-4.118992951902852,25.38937255936561,22.014513283310503,-74.61062744063439
2007-11-19,39.55389257713874,-0.7320789820769065,-0.25524949141613884,-0.47682949066076763,-8.082113846031847,-6.3501016605685665,16.355132967787785,19.98959375641233,-83.64486703221222
2007-11-20,40.726816474947924,-0.7711381000830428,-0.35842721314951964,-0.4127108869335232,-8.741768018688948,-7.899591648558942,20.424840166026623,20.723115231059996,-79.57515983397337
2007-11-21,38.36194640145788,-0.840017613826106,-0.4547452932848369,-0.38527232054126903,-7.572628334356532,-8.29458628696867,10.92715503657123,15.902376056795203,-89.07284496342878
2007-11-23,41.640239301047785,-0.842131089620203,-0.5322224525519101,-0.30990863706829286,-3.653584779379898,-6.050893742954405,19.701973475209847,17.017989559269225,-80.29802652479016
2007-11-26,38.099255801170315,-0.902794048522594,-0.6063367717460469,-0.2964572767765471,-2.0400009155273438,-9.17856616897588,5.463545939650709,12.030891483810585,-94.5364540603493
2007-11-27,43.9486215848403,-0.8618571548515135,-0.6574408483671403,-0.20441630648437314,2.524111540715768,-7.7377697568555,22.09102008730703,15.752179834055852,-77.90897991269297
2007-11-28,51.58967806791218,-0.6987087582807447,-0.6656944303498613,-0.033014327930883436,1.4584111929258645,-5.1234774517005945,60.47003914139973,29.341535056119145,-39.52996085860027
2007-11-29,52.59693347012187,-0.5453734925549014,-0.6416302427908693,0.09625675023596791,3.214215622773126,-6.051241305151954,94.13584098824272,58.89896673898315,-5.864159011757281
2007-11-30,50.58752340605571,-0.4501350049917363,-0.6033311952310427,0.15319619023930642,2.9907701477195965,-4.981478938349971,73.88891596854145,76.16493203272796,-26.11108403145855
2007-12-03,48.39232317244956,-0.4046902313310099,-0.5636030024510361,0.15891277112002622,1.1933220035506586,-6.504956302718459,59.70593185158599,75.91022960279004,-40.29406814841401
2007-12-04,47.31251170299167,-0.38122586521915025,-0.5271275750046589,0.14590170978550865,1.951705012304893,-6.288147854760146,53.52937876560949,62.37474219524563,-46.47062123439051
2007-12-05,52.281425462365014,-0.28590476356473005,-0.4788830127166731,0.19297824915194306,3.3667339755581116,-5.66934611708051,80.29418034534218,64.50983032084588,-19.705819654657816
2007-12-06,55.921829082723,-0.14893364620070315,-0.41289313941347916,0.263959493212776,6.1042349172668695,-1.9306444400302984,98.57956731368402,77.4677088082119,-1.4204326863159646
2007-12-07,55.97072252533484,-0.03912495197175048,-0.3381395019251334,0.29901454995338295,4.995990511323275,1.1598729830424057,94.30897166581207,91.06090644161276,-5.691028334187925
2007-12-10,57.04798108643831,0.06410543288888704,-0.2576905149623293,0.32179594785121635,7.268275636101554,5.0800018310546875,96.093809759863,96.32744957978635,-3.906190240136985
2007-12-11,49.474623840096974,0.046931358602364526,-0.19676614024939054,0.24369749885175507,2.7221790137587183,5.315001389119713,61.90476645744805,84.10251596104102,-38.09523354255195
2007-12-12,52.05889222546611,0.06963614065943347,-0.14348568406762577,0.21312182472705923,0.5827491059210717,2.0496591770343646,73.09640246812953,77.03165956181353,-26.903597531870464
2007-12-13,50.370067999120636,0.06429512835956785,-0.10192952158218704,0.1662246499417549,-0.3868486653540271,2.8149328071808,65.98983198866821,66.99700030474858,-34.010168011331785
2007-12-14,47.24574689977276,0.017098761646707317,-0.07812386493640817,0.09522262658311549,-0.6626391414693564,2.308312992620069,50.000050998603754,63.02876181846716,-49.999949001396246
2007-12-17,40.859976185509176,-0.11899081923561994,-0.08629725579625053,-0.03269356343936941,-2.260223077313521,-1.0938728130737738,0.6389920427635949,38.87629167667851,-99.36100795723641
2007-12-18,41.950243476656595,-0.21149416891697825,-0.11133663842039607,-0.10015753049658219,-1.539370056213899,0.3822909935459468,19.398882898169468,23.34597531317893,-80.60111710183054
2007-12-19,41.89826306421157,-0.28235570022648204,-0.14554045078161326,-0.13681524944486878,-3.295852467217123,-0.04008107645708053,19.125704702813184,13.054526547915406,-80.87429529718682
2007-12-20,48.860088911248106,-0.2532887073256944,-0.1670901020904295,-0.08619860523526493,-2.714063794395982,3.22449829305647,46.99457083090572,28.506386143962782,-53.00542916909428
2007-12-21,54.346796594844854,-0.15184570895588934,-0.16404122346352146,0.012195514507632121,-0.9172622590063583,4.03290191689301,72.95077268468172,46.35701607280021,-27.049227315318287
2007-12-24,56.41421044001812,-0.03952577417184955,-0.13913813360518706,0.09961235943333752,-0.5709920666786417,6.655782292156435,83.6065983842776,67.85064729995501,-16.39340161572239
2007-12-26,57.78664940871447,0.06966521775188284,-0.09737746333377309,0.16704268108565593,2.2992991274214445,5.084069179490367,90.71037795730248,82.42258300875393,-9.289622042697513
2007-12-27,53.3989556201092,0.1041633146202301,-0.05706930774297246,0.16123262236320257,0.17381258151722503,0.7575745787030667,73.49723330210007,82.60473654789338,-26.502766697899936
2007-12-28,53.05465400580752,0.12601614864478705,-0.020452216465420562,0.1464683651102076,0.6213586307266383,0.23210624780258315,72.13113387190747,78.77958171043666,-27.868866128092538
2007-12-31,48.97388246113036,0.09383810729659814,0.002405848286983179,0.09143225900961496,0.49048458703676534,-0.17540469728917107,55.737732256185076,67.12203314339753,-44.262267743814924
2008-01-02,44.04819140091367,0.0029425168348140573,0.002513181996549355,0.0004293348382647024,1.3673844991658368,-0.9237445181534376,35.652152760347505,54.50700629614667,-64.3478472396525
