date,signal,leverage_level,ticker,shares,prob_up,tqqq_alloc,sqqq_alloc,cash_alloc,vol_adjusted,actual_return,strategy_return,daily_pnl,equity,prediction,actual,correct,was_stopped
2020-04-03,CASH,0,,0,0.5737,0.0,0.0,1.0,False,0.0714947971830028,0.0,0.0,52874.95,1,1,1,False
2020-04-06,CASH,0,,0,0.5564,0.0,0.0,1.0,False,-0.0004071754519252,0.0,0.0,52874.95,1,0,0,False
2020-04-07,CASH,0,,0,0.3593,0.0,0.0,1.0,False,0.0212322482552225,0.0,0.0,52874.95,0,1,0,False
2020-04-08,CASH,0,,0,0.3608,0.0,0.0,1.0,False,0.0014458457174211,0.0,0.0,52874.95,0,1,0,False
2020-04-09,SHORT,-100,SQQQ,1,0.3212,0.0,0.33,0.67,False,0.0108035356086395,-0.004636,-245.13,52629.82,0,1,0,True
2020-04-13,CASH,0,,0,0.488,0.0,0.0,1.0,False,0.0434911189683517,0.0,0.0,52629.82,0,1,0,False
2020-04-14,CASH,0,,0,0.4499,0.0,0.0,1.0,False,-0.0114698759915495,0.0,0.0,52629.82,0,0,1,False
2020-04-15,CASH,0,,0,0.4421,0.0,0.0,1.0,False,0.0182400203304811,0.0,0.0,52629.82,0,1,0,False
2020-04-16,CASH,0,,0,0.4133,0.0,0.0,1.0,False,0.0095662053277036,0.0,0.0,52629.82,0,1,0,False
2020-04-17,CASH,0,,0,0.5039,0.0,0.0,1.0,False,-0.0118444324979826,0.0,0.0,52629.82,1,0,0,False
2020-04-20,CASH,0,,0,0.4499,0.0,0.0,1.0,False,-0.0368995294764523,0.0,0.0,52629.82,0,0,1,False
2020-04-21,LONG,100,TQQQ,2419,0.6932,0.33,0.0,0.67,False,0.0296744684912222,0.028267,1487.68,54117.5,1,1,1,False
2020-04-22,CASH,0,,0,0.5486,0.0,0.0,1.0,False,-0.0021329902149047,0.0,0.0,54117.5,1,0,0,False
2020-04-23,CASH,0,,0,0.5962,0.0,0.0,1.0,False,0.0157704351037961,0.0,0.0,54117.5,1,1,1,False
2020-04-24,CASH,0,,0,0.6026,0.0,0.0,1.0,False,0.0080434027785207,0.0,0.0,54117.5,1,1,1,False
2020-04-27,CASH,0,,0,0.4118,0.0,0.0,1.0,False,-0.0188346520902613,0.0,0.0,54117.5,0,0,1,False
2020-04-28,CASH,0,,0,0.4133,0.0,0.0,1.0,False,0.0354609929078013,0.0,0.0,54117.5,0,1,0,False
2020-04-29,CASH,0,,0,0.4577,0.0,0.0,1.0,False,-0.0004109421821493,0.0,0.0,54117.5,0,0,1,False
2020-04-30,SHORT,-100,SQQQ,2,0.3212,0.0,0.33,0.67,False,-0.0281850900631689,0.024021,1299.96,55417.46,0,0,1,False
2020-05-01,CASH,0,,0,0.542,0.0,0.0,1.0,False,0.0116574018214863,0.0,0.0,55417.46,1,1,1,False
2020-05-04,LONG,100,TQQQ,2225,0.6566,0.33,0.0,0.67,False,0.0113372475957937,0.009736,539.56,55957.03,1,1,1,False
2020-05-05,CASH,0,,0,0.4802,0.0,0.0,1.0,False,0.0061563737726058,0.0,0.0,55957.03,0,1,0,False
2020-05-06,CASH,0,,0,0.383,0.0,0.0,1.0,False,0.0128767457726883,0.0,0.0,55957.03,0,1,0,False
2020-05-07,CASH,0,,0,0.4658,0.0,0.0,1.0,False,0.0137047749786136,0.0,0.0,55957.03,0,1,0,False
2020-05-08,CASH,0,,0,0.5564,0.0,0.0,1.0,False,0.0089388708591124,0.0,0.0,55957.03,1,1,1,False
2020-05-11,CASH,0,,0,0.4499,0.0,0.0,1.0,False,-0.0209371009927797,0.0,0.0,55957.03,0,0,1,False
2020-05-12,CASH,0,,0,0.542,0.0,0.0,1.0,False,-0.0125157520277728,0.0,0.0,55957.03,1,0,0,False
2020-05-13,CASH,0,,0,0.4817,0.0,0.0,1.0,False,0.0113522637673806,0.0,0.0,55957.03,0,1,0,False
2020-05-14,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0064914683745209,0.0,0.0,55957.03,1,1,1,False
2020-05-15,CASH,0,,0,0.6185,0.0,0.0,1.0,False,0.0186320971188043,0.0,0.0,55957.03,1,1,1,False
2020-05-18,CASH,0,,0,0.6263,0.0,0.0,1.0,False,-0.0025062308569047,0.0,0.0,55957.03,1,0,0,False
2020-05-19,CASH,0,,0,0.5564,0.0,0.0,1.0,False,0.0199682569298651,0.0,0.0,55957.03,1,1,1,False
2020-05-20,CASH,0,,0,0.5867,0.0,0.0,1.0,False,-0.0108907224992786,0.0,0.0,55957.03,1,0,0,False
2020-05-21,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0034517785720111,0.0,0.0,55957.03,1,1,1,False
2020-05-22,LONG,100,TQQQ,1864,0.7631,0.33,0.0,0.67,True,-0.0026996880871285,-0.00204,-114.17,55842.85,1,0,0,False
2020-05-26,CASH,0,,0,0.6185,0.0,0.0,1.0,False,0.0054575621578822,0.0,0.0,55842.85,1,1,1,False
2020-05-27,CASH,0,,0,0.5039,0.0,0.0,1.0,False,-0.0013026523154047,0.0,0.0,55842.85,1,0,0,False
2020-05-28,CASH,0,,0,0.5786,0.0,0.0,1.0,False,0.0146527894112671,0.0,0.0,55842.85,1,1,1,False
2020-05-29,LONG,100,TQQQ,1781,0.6724,0.33,0.0,0.67,False,0.002999644096723,0.003429,191.46,56034.31,1,1,1,False
2020-06-01,CASH,0,,0,0.5645,0.0,0.0,1.0,False,0.0067077131530166,0.0,0.0,56034.31,1,1,1,False
2020-06-02,CASH,0,,0,0.3752,0.0,0.0,1.0,False,0.004498567825099,0.0,0.0,56034.31,0,1,0,False
2020-06-03,LONG,100,TQQQ,1707,0.671,0.33,0.0,0.67,False,-0.0070134084455903,-0.008822,-494.36,55539.96,1,0,0,True
2020-06-04,CASH,0,,0,0.5501,0.0,0.0,1.0,False,0.0198272717794008,0.0,0.0,55539.96,1,1,1,False
2020-06-05,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0077600258308907,0.0,0.0,55539.96,1,1,1,False
2020-06-08,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0072448767455615,0.0,0.0,55539.96,1,1,1,False
2020-06-09,CASH,0,,0,0.5723,0.0,0.0,1.0,False,0.0120016363843782,0.0,0.0,55539.96,1,1,1,False
2020-06-10,CASH,0,,0,0.5882,0.0,0.0,1.0,False,-0.0495491710168036,0.0,0.0,55539.96,1,0,0,False
2020-06-11,LONG,100,TQQQ,1766,0.6773,0.33,0.0,0.67,False,0.0079480410921881,-0.00885,-491.54,55048.41,1,1,1,True
2020-06-12,CASH,0,,0,0.6488,0.0,0.0,1.0,False,0.0121671827106046,0.0,0.0,55048.41,1,1,1,False
2020-06-15,CASH,0,,0,0.6089,0.0,0.0,1.0,False,0.0171728004335731,0.0,0.0,55048.41,1,1,1,False
2020-06-16,CASH,0,,0,0.6026,0.0,0.0,1.0,False,0.0031706361717926,0.0,0.0,55048.41,1,1,1,False
2020-06-17,CASH,0,,0,0.5486,0.0,0.0,1.0,False,0.0027091522672098,0.0,0.0,55048.41,1,1,1,False
2020-06-18,CASH,0,,0,0.5882,0.0,0.0,1.0,False,-0.0001637190368947,0.0,0.0,55048.41,1,0,0,False
2020-06-19,CASH,0,,0,0.5962,0.0,0.0,1.0,False,0.0102358333760763,0.0,0.0,55048.41,1,1,1,False
2020-06-22,LONG,100,TQQQ,1494,0.7567,0.33,0.0,0.67,True,0.0085109459267833,0.008074,444.47,55492.88,1,1,1,False
2020-06-23,CASH,0,,0,0.6263,0.0,0.0,1.0,False,-0.0206156152528536,0.0,0.0,55492.88,1,0,0,False
2020-06-24,SHORT,-100,SQQQ,3,0.3146,0.0,0.33,0.67,False,0.0095194780744212,-0.006698,-371.69,55121.19,0,1,0,True
2020-06-25,CASH,0,,0,0.4658,0.0,0.0,1.0,False,-0.0236149964940074,0.0,0.0,55121.19,0,0,1,False
2020-06-26,CASH,0,,0,0.6248,0.0,0.0,1.0,False,0.0109066485050111,0.0,0.0,55121.19,1,1,1,False
2020-06-29,LONG,100,TQQQ,1575,0.671,0.33,0.0,0.67,False,0.0196014241369111,0.018394,1013.91,56135.09,1,1,1,False
2020-06-30,LONG,100,TQQQ,1517,0.6788,0.33,0.0,0.67,False,0.0116720489434893,0.011249,631.45,56766.54,1,1,1,False
2020-07-01,LONG,100,TQQQ,1481,0.7264,0.33,0.0,0.67,False,0.0067866857397971,0.00649,368.4,57134.94,1,1,1,False
2020-07-02,CASH,0,,0,0.5564,0.0,0.0,1.0,False,0.0245846867322654,0.0,0.0,57134.94,1,1,1,False
2020-07-06,CASH,0,,0,0.5437,0.0,0.0,1.0,False,-0.0068889244783584,0.0,0.0,57134.94,1,0,0,False
2020-07-07,LONG,100,TQQQ,1387,0.6788,0.33,0.0,0.67,False,0.0131717589951996,0.012199,696.97,57831.91,1,1,1,False
2020-07-08,CASH,0,,0,0.4722,0.0,0.0,1.0,False,0.0084234106068161,0.0,0.0,57831.91,0,1,0,False
2020-07-09,CASH,0,,0,0.5501,0.0,0.0,1.0,False,0.0068274032913542,0.0,0.0,57831.91,1,1,1,False
2020-07-10,CASH,0,,0,0.5882,0.0,0.0,1.0,False,-0.0205704915356699,0.0,0.0,57831.91,1,0,0,False
2020-07-13,CASH,0,,0,0.5183,0.0,0.0,1.0,False,0.0070781562303061,0.0,0.0,57831.91,1,1,1,False
2020-07-14,CASH,0,,0,0.6248,0.0,0.0,1.0,False,0.0020355601230408,0.0,0.0,57831.91,1,1,1,False
2020-07-15,CASH,0,,0,0.3988,0.0,0.0,1.0,False,-0.0068225328514308,0.0,0.0,57831.91,0,0,1,False
2020-07-16,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0011578354283743,0.0,0.0,57831.91,1,1,1,False
2020-07-17,CASH,0,,0,0.5804,0.0,0.0,1.0,False,0.0283709234854878,0.0,0.0,57831.91,1,1,1,False
2020-07-20,LONG,100,TQQQ,1258,0.8618,0.33,0.0,0.67,True,-0.0104205667292048,-0.008652,-500.35,57331.56,1,0,0,True
2020-07-21,CASH,0,,0,0.5342,0.0,0.0,1.0,False,0.0035226995294743,0.0,0.0,57331.56,1,1,1,False
2020-07-22,CASH,0,,0,0.4658,0.0,0.0,1.0,False,-0.0261200434132229,0.0,0.0,57331.56,0,0,1,False
2020-07-23,CASH,0,,0,0.512,0.0,0.0,1.0,False,-0.0094958029312772,0.0,0.0,57331.56,1,0,0,False
2020-07-24,LONG,100,TQQQ,1423,0.6773,0.33,0.0,0.67,False,0.0178431585622014,0.017219,987.21,58318.77,1,1,1,False
2020-07-27,CASH,0,,0,0.5564,0.0,0.0,1.0,False,-0.0127248870549248,0.0,0.0,58318.77,1,0,0,False
2020-07-28,CASH,0,,0,0.6343,0.0,0.0,1.0,False,0.0115259977540509,0.0,0.0,58318.77,1,1,1,False
2020-07-29,CASH,0,,0,0.5723,0.0,0.0,1.0,False,0.0052354618572549,0.0,0.0,58318.77,1,1,1,False
2020-07-30,CASH,0,,0,0.5501,0.0,0.0,1.0,False,0.0178455312486998,0.0,0.0,58318.77,1,1,1,False
2020-07-31,LONG,100,TQQQ,1289,0.7394,0.33,0.0,0.67,False,0.0135068897342838,0.011853,691.23,59010.0,1,1,1,False
2020-08-03,CASH,0,,0,0.5723,0.0,0.0,1.0,False,0.0037122280120049,0.0,0.0,59010.0,1,1,1,False
2020-08-04,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0024779306829534,0.0,0.0,59010.0,1,1,1,False
2020-08-05,CASH,0,,0,0.5579,0.0,0.0,1.0,False,0.0132448884602454,0.0,0.0,59010.0,1,1,1,False
2020-08-06,CASH,0,,0,0.488,0.0,0.0,1.0,False,-0.0115424310320995,0.0,0.0,59010.0,0,0,1,False
2020-08-07,CASH,0,,0,0.6026,0.0,0.0,1.0,False,-0.0042730454816123,0.0,0.0,59010.0,1,0,0,False
2020-08-10,CASH,0,,0,0.4817,0.0,0.0,1.0,False,-0.0189411977486241,0.0,0.0,59010.0,0,0,1,False
2020-08-11,CASH,0,,0,0.6407,0.0,0.0,1.0,False,0.0251517132951872,0.0,0.0,59010.0,1,1,1,False
2020-08-12,CASH,0,,0,0.5039,0.0,0.0,1.0,False,0.0022806800124108,0.0,0.0,59010.0,1,1,1,False
2020-08-13,CASH,0,,0,0.5342,0.0,0.0,1.0,False,-0.0011744249534503,0.0,0.0,59010.0,1,0,0,False
2020-08-14,CASH,0,,0,0.458,0.0,0.0,1.0,False,0.0116108304658628,0.0,0.0,59010.0,0,1,0,False
2020-08-17,LONG,100,TQQQ,1182,0.7697,0.33,0.0,0.67,True,0.0096251410213124,0.009289,548.15,59558.15,1,1,1,False
2020-08-18,CASH,0,,0,0.5659,0.0,0.0,1.0,False,-0.0067273270819708,0.0,0.0,59558.15,1,0,0,False
2020-08-19,CASH,0,,0,0.5882,0.0,0.0,1.0,False,0.0138717366446912,0.0,0.0,59558.15,1,1,1,False
2020-08-20,LONG,100,TQQQ,1135,0.6646,0.33,0.0,0.67,False,0.0069303129073889,0.006503,387.32,59945.47,1,1,1,False
2020-08-21,CASH,0,,0,0.4817,0.0,0.0,1.0,False,0.0062440479515859,0.0,0.0,59945.47,0,1,0,False
2020-08-24,CASH,0,,0,0.5183,0.0,0.0,1.0,False,0.0078622868891158,0.0,0.0,59945.47,1,1,1,False
2020-08-25,CASH,0,,0,0.5212,0.0,0.0,1.0,False,0.0213391394952098,0.0,0.0,59945.47,1,1,1,False
2020-08-26,CASH,0,,0,0.4355,0.0,0.0,1.0,False,-0.0031168779584287,0.0,0.0,59945.47,0,0,1,False
2020-08-27,CASH,0,,0,0.4895,0.0,0.0,1.0,False,0.0050850748957285,0.0,0.0,59945.47,0,1,0,False
2020-08-28,CASH,0,,0,0.542,0.0,0.0,1.0,False,0.0080333849975113,0.0,0.0,59945.47,1,1,1,False
2020-08-31,CASH,0,,0,0.4975,0.0,0.0,1.0,False,0.0170917270125683,0.0,0.0,59945.47,0,1,0,False
2020-09-01,CASH,0,,0,0.3671,0.0,0.0,1.0,False,0.0094691791502434,0.0,0.0,59945.47,0,1,0,False
2020-09-02,CASH,0,,0,0.5264,0.0,0.0,1.0,False,-0.0507002431245741,0.0,0.0,59945.47,1,0,0,False
2020-09-03,LONG,100,TQQQ,1071,0.671,0.33,0.0,0.67,False,-0.01332597001163,-0.008572,-513.88,59431.59,1,0,0,True
2020-09-04,SHORT,-100,SQQQ,6,0.329,0.0,0.33,0.67,False,-0.0480639502455192,0.042273,2512.38,61943.97,0,0,1,False
2020-09-08,CASH,0,,0,0.5804,0.0,0.0,1.0,False,0.0293757818751256,0.0,0.0,61943.97,1,1,1,False
2020-09-09,LONG,100,TQQQ,1238,0.6566,0.33,0.0,0.67,False,-0.0199366937079845,-0.008615,-533.66,61410.31,1,0,0,True
2020-09-10,CASH,0,,0,0.5212,0.0,0.0,1.0,False,-0.0069397964172492,0.0,0.0,61410.31,1,0,0,False
2020-09-11,CASH,0,,0,0.5501,0.0,0.0,1.0,False,0.0174153863652726,0.0,0.0,61410.31,1,1,1,False
2020-09-14,CASH,0,,0,0.6185,0.0,0.0,1.0,False,0.0141735493697456,0.0,0.0,61410.31,1,1,1,False
2020-09-15,CASH,0,,0,0.5804,0.0,0.0,1.0,False,-0.0159464353399373,0.0,0.0,61410.31,1,0,0,False
2020-09-16,LONG,100,TQQQ,1276,0.6502,0.33,0.0,0.67,False,-0.0156220758755425,-0.025869,-1588.62,59821.69,1,0,0,True
2020-09-17,CASH,0,,0,0.6407,0.0,0.0,1.0,False,-0.0127626964839985,0.0,0.0,59821.69,1,0,0,False
2020-09-18,CASH,0,,0,0.5945,0.0,0.0,1.0,False,0.0023982263279784,0.0,0.0,59821.69,1,1,1,False
2020-09-21,LONG,100,TQQQ,1339,0.671,0.33,0.0,0.67,False,0.0185787486047999,0.017571,1051.12,60872.81,1,1,1,False
2020-09-22,LONG,100,TQQQ,1292,0.7553,0.33,0.0,0.67,True,-0.0305343767937392,-0.008636,-525.69,60347.11,1,0,0,True
2020-09-23,CASH,0,,0,0.6026,0.0,0.0,1.0,False,0.0046563104530443,0.0,0.0,60347.11,1,1,1,False
2020-09-24,CASH,0,,0,0.5645,0.0,0.0,1.0,False,0.0232487379690211,0.0,0.0,60347.11,1,1,1,False
2020-09-25,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0207689449813779,0.0,0.0,60347.11,1,1,1,False
2020-09-28,LONG,100,TQQQ,1228,0.671,0.33,0.0,0.67,False,-0.0045093793108004,-0.003866,-233.32,60113.79,1,0,0,False
2020-09-29,LONG,100,TQQQ,1236,0.7789,0.33,0.0,0.67,True,0.0068490090496586,0.006117,367.71,60481.5,1,1,1,False
2020-09-30,CASH,0,,0,0.5328,0.0,0.0,1.0,False,0.0158724579622662,0.0,0.0,60481.5,1,1,1,False
2020-10-01,CASH,0,,0,0.4133,0.0,0.0,1.0,False,-0.0281310981094997,0.0,0.0,60481.5,0,0,1,False
2020-10-02,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0213262591796936,0.0,0.0,60481.5,1,1,1,False
2020-10-05,LONG,100,TQQQ,1194,0.6566,0.33,0.0,0.67,False,-0.0178469443697977,-0.008608,-520.6,59960.9,1,0,0,True
2020-10-06,CASH,0,,0,0.5804,0.0,0.0,1.0,False,0.0172990612817049,0.0,0.0,59960.9,1,1,1,False
2020-10-07,CASH,0,,0,0.4975,0.0,0.0,1.0,False,0.0053229142715787,0.0,0.0,59960.9,0,1,0,False
2020-10-08,CASH,0,,0,0.4196,0.0,0.0,1.0,False,0.0152801525781285,0.0,0.0,59960.9,0,1,0,False
2020-10-09,CASH,0,,0,0.5804,0.0,0.0,1.0,False,0.0308704896153606,0.0,0.0,59960.9,1,1,1,False
2020-10-12,SHORT,-100,SQQQ,8,0.1922,0.0,0.33,0.67,True,-3.398555551725746e-05,-0.00815,-488.7,59472.2,0,0,1,True
2020-10-13,CASH,0,,0,0.3815,0.0,0.0,1.0,False,-0.0083525449777331,0.0,0.0,59472.2,0,0,1,False
2020-10-14,CASH,0,,0,0.4514,0.0,0.0,1.0,False,-0.0067109206035135,0.0,0.0,59472.2,0,0,1,False
2020-10-15,LONG,100,TQQQ,1065,0.7553,0.33,0.0,0.67,True,-0.0054808559270531,-0.005417,-322.16,59150.04,1,0,0,False
2020-10-16,CASH,0,,0,0.6248,0.0,0.0,1.0,False,-0.0163253329632566,0.0,0.0,59150.04,1,0,0,False
2020-10-19,LONG,100,TQQQ,1132,0.7394,0.33,0.0,0.67,False,0.0021494569956981,0.001746,103.29,59253.33,1,1,1,False
2020-10-20,CASH,0,,0,0.3988,0.0,0.0,1.0,False,-0.000773535451884,0.0,0.0,59253.33,0,0,1,False
2020-10-21,CASH,0,,0,0.5039,0.0,0.0,1.0,False,-3.52220892325672e-05,0.0,0.0,59253.33,1,0,0,False
