date,signal,leverage_level,ticker,shares,prob_up,tqqq_alloc,sqqq_alloc,cash_alloc,vol_adjusted,actual_return,strategy_return,daily_pnl,equity,prediction,actual,correct,was_stopped
2020-03-12,LONG,100,TQQQ,2303,0.7091,0.33,0.0,0.67,True,0.0847055515072745,0.087854,3431.47,42490.32,1,1,1,False
2020-03-13,LONG,100,TQQQ,1973,0.5804,0.33,0.0,0.67,False,-0.119787843011381,-0.114634,-4870.84,37619.48,1,0,0,False
2020-03-16,LONG,100,TQQQ,2666,0.7313,0.33,0.0,0.67,True,0.0758416781242776,0.052353,1969.51,39588.99,1,1,1,False
2020-03-17,CASH,0,,0,0.5342,0.0,0.0,1.0,False,-0.0304161266316972,0.0,0.0,39588.99,1,0,0,False
2020-03-18,LONG,100,TQQQ,2658,0.6724,0.33,0.0,0.67,False,0.0060022509737198,0.006294,249.19,39838.17,1,1,1,False
2020-03-19,SHORT,-100,SQQQ,0,0.3974,0.0,0.33,0.67,False,-0.0391759910525747,0.0,0.0,39838.17,0,0,1,False
2020-03-20,LONG,100,TQQQ,2961,0.6869,0.33,0.0,0.67,False,-0.0014059182112801,-0.000465,-18.51,39819.67,1,0,0,False
2020-03-23,SHORT,-100,SQQQ,0,0.4499,0.0,0.33,0.67,False,0.0774375010462105,0.0,0.0,39819.67,0,1,0,False
2020-03-24,CASH,0,,0,0.5025,0.0,0.0,1.0,False,-0.0074049906524753,0.0,0.0,39819.67,1,0,0,False
2020-03-25,CASH,0,,0,0.5183,0.0,0.0,1.0,False,0.0526603987055391,0.0,0.0,39819.67,1,1,1,False
2020-03-26,CASH,0,,0,0.5198,0.0,0.0,1.0,False,-0.0343928663608337,0.0,0.0,39819.67,1,0,0,False
2020-03-27,LONG,100,TQQQ,2370,0.6947,0.33,0.0,0.67,False,0.0363733951612099,0.033479,1333.12,41152.79,1,1,1,False
2020-03-30,LONG,100,TQQQ,2217,0.5579,0.33,0.0,0.67,False,-0.0085398846437412,-0.010236,-421.23,40731.56,1,0,0,False
2020-03-31,SHORT,-100,SQQQ,1,0.3974,0.0,0.33,0.67,False,-0.0424894779266066,0.038207,1556.23,42287.79,0,0,1,False
2020-04-01,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0202950852821615,0.0,0.0,42287.79,1,1,1,False
2020-04-02,LONG,100,TQQQ,2525,0.6343,0.33,0.0,0.67,False,-0.0141927824719734,-0.01448,-612.31,41675.48,1,0,0,False
2020-04-03,LONG,100,TQQQ,2593,0.5737,0.33,0.0,0.67,False,0.0714947971830028,0.067819,2826.37,44501.85,1,1,1,False
2020-04-06,LONG,100,TQQQ,2290,0.5564,0.33,0.0,0.67,False,-0.0004071754519252,-0.001672,-74.42,44427.43,1,0,0,False
2020-04-07,SHORT,-100,SQQQ,1,0.3593,0.0,0.33,0.67,False,0.0212322482552225,-0.015053,-668.77,43758.66,0,1,0,False
2020-04-08,SHORT,-100,SQQQ,1,0.3608,0.0,0.33,0.67,False,0.0014458457174211,-0.001143,-50.02,43708.64,0,1,0,False
2020-04-09,SHORT,-100,SQQQ,1,0.3212,0.0,0.33,0.67,False,0.0108035356086395,-0.007579,-331.27,43377.37,0,1,0,False
2020-04-13,CASH,0,,0,0.488,0.0,0.0,1.0,False,0.0434911189683517,0.0,0.0,43377.37,0,1,0,False
2020-04-14,SHORT,-100,SQQQ,1,0.4499,0.0,0.33,0.67,False,-0.0114698759915495,0.006339,274.98,43652.35,0,0,1,False
2020-04-15,SHORT,-100,SQQQ,1,0.4421,0.0,0.33,0.67,False,0.0182400203304811,-0.010596,-462.52,43189.83,0,1,0,False
2020-04-16,SHORT,-100,SQQQ,1,0.4133,0.0,0.33,0.67,False,0.0095662053277036,-0.004631,-200.02,42989.81,0,1,0,False
2020-04-17,CASH,0,,0,0.5039,0.0,0.0,1.0,False,-0.0118444324979826,0.0,0.0,42989.81,1,0,0,False
2020-04-20,SHORT,-100,SQQQ,1,0.4499,0.0,0.33,0.67,False,-0.0368995294764523,0.020789,893.73,43883.54,0,0,1,False
2020-04-21,LONG,100,TQQQ,2017,0.6932,0.33,0.0,0.67,False,0.0296744684912222,0.028267,1240.45,45123.99,1,1,1,False
2020-04-22,CASH,0,,0,0.5486,0.0,0.0,1.0,False,-0.0021329902149047,0.0,0.0,45123.99,1,0,0,False
2020-04-23,LONG,100,TQQQ,1918,0.5962,0.33,0.0,0.67,False,0.0157704351037961,0.015089,680.89,45804.88,1,1,1,False
2020-04-24,LONG,100,TQQQ,1857,0.6026,0.33,0.0,0.67,False,0.0080434027785207,0.005625,257.66,46062.54,1,1,1,False
2020-04-27,SHORT,-100,SQQQ,1,0.4118,0.0,0.33,0.67,False,-0.0188346520902613,0.008819,406.23,46468.77,0,0,1,False
2020-04-28,SHORT,-100,SQQQ,1,0.4133,0.0,0.33,0.67,False,0.0354609929078013,-0.018023,-837.52,45631.25,0,1,0,False
2020-04-29,CASH,0,,0,0.4577,0.0,0.0,1.0,False,-0.0004109421821492,0.0,0.0,45631.25,0,0,1,False
2020-04-30,SHORT,-100,SQQQ,2,0.3212,0.0,0.33,0.67,False,-0.028185090063169,0.028488,1299.96,46931.21,0,0,1,False
2020-05-01,CASH,0,,0,0.542,0.0,0.0,1.0,False,0.0116574018214863,0.0,0.0,46931.21,1,1,1,False
2020-05-04,LONG,100,TQQQ,1884,0.6566,0.33,0.0,0.67,False,0.011337247595794,0.009735,456.87,47388.08,1,1,1,False
2020-05-05,CASH,0,,0,0.4802,0.0,0.0,1.0,False,0.0061563737726058,0.0,0.0,47388.08,0,1,0,False
2020-05-06,SHORT,-100,SQQQ,2,0.383,0.0,0.33,0.67,False,0.0128767457726883,-0.011871,-562.54,46825.54,0,1,0,False
2020-05-07,CASH,0,,0,0.4658,0.0,0.0,1.0,False,0.0137047749786136,0.0,0.0,46825.54,0,1,0,False
2020-05-08,LONG,100,TQQQ,1652,0.5564,0.33,0.0,0.67,False,0.0089388708591124,0.007497,351.05,47176.59,1,1,1,False
2020-05-11,SHORT,-100,SQQQ,2,0.4499,0.0,0.33,0.67,False,-0.0209371009927797,0.016427,774.96,47951.55,0,0,1,False
2020-05-12,CASH,0,,0,0.542,0.0,0.0,1.0,False,-0.0125157520277728,0.0,0.0,47951.55,1,0,0,False
2020-05-13,CASH,0,,0,0.4817,0.0,0.0,1.0,False,0.0113522637673806,0.0,0.0,47951.55,0,1,0,False
2020-05-14,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0064914683745209,0.0,0.0,47951.55,1,1,1,False
2020-05-15,LONG,100,TQQQ,1736,0.6185,0.33,0.0,0.67,False,0.0186320971188043,0.018373,881.02,48832.57,1,1,1,False
2020-05-18,LONG,100,TQQQ,1671,0.6263,0.33,0.0,0.67,False,-0.0025062308569047,-0.003208,-156.66,48675.91,1,0,0,False
2020-05-19,LONG,100,TQQQ,1679,0.5564,0.33,0.0,0.67,False,0.0199682569298651,0.018626,906.66,49582.57,1,1,1,False
2020-05-20,LONG,100,TQQQ,1616,0.5867,0.33,0.0,0.67,False,-0.0108907224992786,-0.010796,-535.3,49047.27,1,0,0,False
2020-05-21,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0034517785720111,0.0,0.0,49047.27,1,1,1,False
2020-05-22,LONG,100,TQQQ,1634,0.7631,0.33,0.0,0.67,True,-0.0026996880871286,-0.002041,-100.08,48947.19,1,0,0,False
2020-05-26,LONG,100,TQQQ,1637,0.6185,0.33,0.0,0.67,False,0.0054575621578822,0.003972,194.39,49141.58,1,1,1,False
2020-05-27,CASH,0,,0,0.5039,0.0,0.0,1.0,False,-0.0013026523154047,0.0,0.0,49141.58,1,0,0,False
2020-05-28,LONG,100,TQQQ,1632,0.5786,0.33,0.0,0.67,False,0.0146527894112671,0.012952,636.48,49778.06,1,1,1,False
2020-05-29,LONG,100,TQQQ,1587,0.6724,0.33,0.0,0.67,False,0.002999644096723,0.003427,170.6,49948.67,1,1,1,False
2020-06-01,LONG,100,TQQQ,1573,0.5645,0.33,0.0,0.67,False,0.0067077131530166,0.005944,296.9,50245.57,1,1,1,False
2020-06-02,SHORT,-100,SQQQ,2,0.3752,0.0,0.33,0.67,False,0.004498567825099,-0.003981,-200.04,50045.53,0,1,0,False
2020-06-03,LONG,100,TQQQ,1525,0.671,0.33,0.0,0.67,False,-0.0070134084455903,-0.007313,-366.0,49679.53,1,0,0,False
2020-06-04,LONG,100,TQQQ,1545,0.5501,0.33,0.0,0.67,False,0.0198272717794008,0.018932,940.52,50620.05,1,1,1,False
2020-06-05,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0077600258308907,0.0,0.0,50620.05,1,1,1,False
2020-06-08,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0072448767455615,0.0,0.0,50620.05,1,1,1,False
2020-06-09,LONG,100,TQQQ,1422,0.5723,0.33,0.0,0.67,False,0.0120016363843782,0.011342,574.13,51194.18,1,1,1,False
2020-06-10,LONG,100,TQQQ,1388,0.5882,0.33,0.0,0.67,False,-0.0495491710168036,-0.049107,-2514.02,48680.17,1,0,0,False
2020-06-11,LONG,100,TQQQ,1548,0.6773,0.33,0.0,0.67,False,0.0079480410921881,0.006519,317.34,48997.51,1,1,1,False
2020-06-12,LONG,100,TQQQ,1525,0.6488,0.33,0.0,0.67,False,0.0121671827106046,0.01101,539.47,49536.98,1,1,1,False
2020-06-15,LONG,100,TQQQ,1489,0.6089,0.33,0.0,0.67,False,0.0171728004335731,0.016833,833.84,50370.82,1,1,1,False
2020-06-16,LONG,100,TQQQ,1438,0.6026,0.33,0.0,0.67,False,0.0031706361717926,0.002641,133.02,50503.83,1,1,1,False
2020-06-17,CASH,0,,0,0.5486,0.0,0.0,1.0,False,0.0027091522672098,0.0,0.0,50503.83,1,1,1,False
2020-06-18,LONG,100,TQQQ,1417,0.5882,0.33,0.0,0.67,False,-0.0001637190368947,-0.001017,-51.37,50452.46,1,0,0,False
2020-06-19,LONG,100,TQQQ,1418,0.5962,0.33,0.0,0.67,False,0.0102358333760763,0.011172,563.66,51016.12,1,1,1,False
2020-06-22,LONG,100,TQQQ,1384,0.7567,0.33,0.0,0.67,True,0.0085109459267833,0.008071,411.74,51427.86,1,1,1,False
2020-06-23,LONG,100,TQQQ,1360,0.6263,0.33,0.0,0.67,False,-0.0206156152528536,-0.019966,-1026.8,50401.06,1,0,0,False
2020-06-24,SHORT,-100,SQQQ,3,0.3146,0.0,0.33,0.67,False,0.0095194780744212,-0.008186,-412.56,49988.5,0,1,0,False
2020-06-25,CASH,0,,0,0.4658,0.0,0.0,1.0,False,-0.0236149964940074,0.0,0.0,49988.5,0,0,1,False
2020-06-26,LONG,100,TQQQ,1474,0.6248,0.33,0.0,0.67,False,0.0109066485050111,0.009952,497.47,50485.97,1,1,1,False
2020-06-29,LONG,100,TQQQ,1443,0.671,0.33,0.0,0.67,False,0.0196014241369111,0.0184,928.93,51414.9,1,1,1,False
2020-06-30,LONG,100,TQQQ,1390,0.6788,0.33,0.0,0.67,False,0.0116720489434893,0.011253,578.59,51993.49,1,1,1,False
2020-07-01,LONG,100,TQQQ,1357,0.7264,0.33,0.0,0.67,True,0.0067866857397971,0.006492,337.55,52331.05,1,1,1,False
2020-07-02,LONG,100,TQQQ,1337,0.5564,0.33,0.0,0.67,False,0.0245846867322654,0.023729,1241.74,53572.78,1,1,1,False
2020-07-06,CASH,0,,0,0.5437,0.0,0.0,1.0,False,-0.0068889244783584,0.0,0.0,53572.78,1,0,0,False
2020-07-07,LONG,100,TQQQ,1301,0.6788,0.33,0.0,0.67,False,0.0131717589951996,0.012203,653.75,54226.54,1,1,1,False
2020-07-08,CASH,0,,0,0.4722,0.0,0.0,1.0,False,0.0084234106068161,0.0,0.0,54226.54,0,1,0,False
2020-07-09,LONG,100,TQQQ,1237,0.5501,0.33,0.0,0.67,False,0.0068274032913542,0.00653,354.09,54580.63,1,1,1,False
2020-07-10,LONG,100,TQQQ,1219,0.5882,0.33,0.0,0.67,False,-0.0205704915356699,-0.020826,-1136.72,53443.91,1,0,0,False
2020-07-13,CASH,0,,0,0.5183,0.0,0.0,1.0,False,0.0070781562303061,0.0,0.0,53443.91,1,1,1,False
2020-07-14,LONG,100,TQQQ,1246,0.6248,0.33,0.0,0.67,False,0.0020355601230408,0.001166,62.3,53506.21,1,1,1,False
2020-07-15,SHORT,-100,SQQQ,4,0.3988,0.0,0.33,0.67,False,-0.0068225328514308,0.00654,349.92,53856.13,0,0,1,False
2020-07-16,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0011578354283743,0.0,0.0,53856.13,1,1,1,False
2020-07-17,LONG,100,TQQQ,1271,0.5804,0.33,0.0,0.67,False,0.0283709234854878,0.027612,1487.07,55343.2,1,1,1,False
2020-07-20,LONG,100,TQQQ,1203,0.8618,0.33,0.0,0.67,True,-0.0104205667292048,-0.010977,-607.51,54735.69,1,0,0,False
2020-07-21,CASH,0,,0,0.5342,0.0,0.0,1.0,False,0.0035226995294743,0.0,0.0,54735.69,1,1,1,False
2020-07-22,CASH,0,,0,0.4658,0.0,0.0,1.0,False,-0.0261200434132229,0.0,0.0,54735.69,0,0,1,False
2020-07-23,CASH,0,,0,0.512,0.0,0.0,1.0,False,-0.0094958029312772,0.0,0.0,54735.69,1,0,0,False
2020-07-24,LONG,100,TQQQ,1359,0.6773,0.33,0.0,0.67,False,0.0178431585622014,0.017225,942.81,55678.49,1,1,1,False
2020-07-27,LONG,100,TQQQ,1312,0.5564,0.33,0.0,0.67,False,-0.0127248870549248,-0.012872,-716.68,54961.81,1,0,0,False
2020-07-28,LONG,100,TQQQ,1346,0.6343,0.33,0.0,0.67,False,0.0115259977540509,0.010745,590.56,55552.37,1,1,1,False
2020-07-29,LONG,100,TQQQ,1315,0.5723,0.33,0.0,0.67,False,0.0052354618572549,0.004882,271.22,55823.59,1,1,1,False
2020-07-30,LONG,100,TQQQ,1301,0.5501,0.33,0.0,0.67,False,0.0178455312486998,0.017334,967.62,56791.21,1,1,1,False
2020-07-31,LONG,100,TQQQ,1255,0.7394,0.33,0.0,0.67,True,0.0135068897342838,0.01185,672.99,57464.2,1,1,1,False
2020-08-03,LONG,100,TQQQ,1225,0.5723,0.33,0.0,0.67,False,0.0037122280120049,0.003864,222.03,57686.23,1,1,1,False
2020-08-04,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0024779306829534,0.0,0.0,57686.23,1,1,1,False
2020-08-05,LONG,100,TQQQ,1204,0.5579,0.33,0.0,0.67,False,0.0132448884602454,0.01221,704.34,58390.57,1,1,1,False
2020-08-06,CASH,0,,0,0.488,0.0,0.0,1.0,False,-0.0115424310320995,0.0,0.0,58390.57,0,0,1,False
2020-08-07,LONG,100,TQQQ,1213,0.6026,0.33,0.0,0.67,False,-0.0042730454816123,-0.004856,-283.54,58107.03,1,0,0,False
2020-08-10,CASH,0,,0,0.4817,0.0,0.0,1.0,False,-0.0189411977486241,0.0,0.0,58107.03,0,0,1,False
2020-08-11,LONG,100,TQQQ,1298,0.6407,0.33,0.0,0.67,False,0.0251517132951872,0.024237,1408.33,59515.36,1,1,1,False
2020-08-12,CASH,0,,0,0.5039,0.0,0.0,1.0,False,0.0022806800124108,0.0,0.0,59515.36,1,1,1,False
2020-08-13,CASH,0,,0,0.5342,0.0,0.0,1.0,False,-0.0011744249534503,0.0,0.0,59515.36,1,0,0,False
2020-08-14,CASH,0,,0,0.458,0.0,0.0,1.0,False,0.0116108304658628,0.0,0.0,59515.36,0,1,0,False
2020-08-17,LONG,100,TQQQ,1192,0.7697,0.33,0.0,0.67,True,0.0096251410213124,0.009288,552.79,60068.15,1,1,1,False
2020-08-18,LONG,100,TQQQ,1169,0.5659,0.33,0.0,0.67,False,-0.0067273270819708,-0.006836,-410.61,59657.54,1,0,0,False
2020-08-19,LONG,100,TQQQ,1184,0.5882,0.33,0.0,0.67,False,0.0138717366446912,0.013173,785.88,60443.42,1,1,1,False
2020-08-20,LONG,100,TQQQ,1152,0.6646,0.33,0.0,0.67,False,0.0069303129073889,0.006504,393.12,60836.54,1,1,1,False
2020-08-21,CASH,0,,0,0.4817,0.0,0.0,1.0,False,0.0062440479515859,0.0,0.0,60836.54,0,1,0,False
2020-08-24,CASH,0,,0,0.5183,0.0,0.0,1.0,False,0.0078622868891158,0.0,0.0,60836.54,1,1,1,False
2020-08-25,CASH,0,,0,0.5212,0.0,0.0,1.0,False,0.0213391394952098,0.0,0.0,60836.54,1,1,1,False
2020-08-26,SHORT,-100,SQQQ,7,0.4355,0.0,0.33,0.67,False,-0.0031168779584287,0.003162,192.36,61028.9,0,0,1,False
2020-08-27,CASH,0,,0,0.4895,0.0,0.0,1.0,False,0.0050850748957285,0.0,0.0,61028.9,0,1,0,False
2020-08-28,CASH,0,,0,0.542,0.0,0.0,1.0,False,0.0080333849975113,0.0,0.0,61028.9,1,1,1,False
2020-08-31,CASH,0,,0,0.4975,0.0,0.0,1.0,False,0.0170917270125683,0.0,0.0,61028.9,0,1,0,False
2020-09-01,SHORT,-100,SQQQ,7,0.3671,0.0,0.33,0.67,False,0.0094691791502434,-0.008318,-507.64,60521.26,0,1,0,False
2020-09-02,CASH,0,,0,0.5264,0.0,0.0,1.0,False,-0.0507002431245741,0.0,0.0,60521.26,1,0,0,False
2020-09-03,LONG,100,TQQQ,1081,0.671,0.33,0.0,0.67,False,-0.01332597001163,-0.013954,-844.53,59676.73,1,0,0,False
2020-09-04,SHORT,-100,SQQQ,6,0.329,0.0,0.33,0.67,False,-0.0480639502455192,0.0421,2512.38,62189.11,0,0,1,False
2020-09-08,LONG,100,TQQQ,1349,0.5804,0.33,0.0,0.67,False,0.0293757818751256,0.027901,1735.15,63924.27,1,1,1,False
2020-09-09,LONG,100,TQQQ,1277,0.6566,0.33,0.0,0.67,False,-0.0199366937079845,-0.019477,-1245.08,62679.19,1,0,0,False
2020-09-10,CASH,0,,0,0.5212,0.0,0.0,1.0,False,-0.0069397964172492,0.0,0.0,62679.19,1,0,0,False
2020-09-11,LONG,100,TQQQ,1359,0.5501,0.33,0.0,0.67,False,0.0174153863652726,0.01656,1037.94,63717.13,1,1,1,False
2020-09-14,LONG,100,TQQQ,1314,0.6185,0.33,0.0,0.67,False,0.0141735493697456,0.013611,867.24,64584.37,1,1,1,False
2020-09-15,LONG,100,TQQQ,1277,0.5804,0.33,0.0,0.67,False,-0.0159464353399373,-0.016238,-1048.74,63535.63,1,0,0,False
2020-09-16,LONG,100,TQQQ,1320,0.6502,0.33,0.0,0.67,False,-0.0156220758755425,-0.015608,-991.65,62543.98,1,0,0,False
2020-09-17,LONG,100,TQQQ,1362,0.6407,0.33,0.0,0.67,False,-0.0127626964839985,-0.013175,-824.01,61719.97,1,0,0,False
2020-09-18,LONG,100,TQQQ,1398,0.5945,0.33,0.0,0.67,False,0.0023982263279784,0.003454,213.19,61933.16,1,1,1,False
2020-09-21,LONG,100,TQQQ,1387,0.671,0.33,0.0,0.67,False,0.0185787486047999,0.01758,1088.8,63021.96,1,1,1,False
2020-09-22,LONG,100,TQQQ,1338,0.7553,0.33,0.0,0.67,True,-0.0305343767937392,-0.03097,-1951.81,61070.15,1,0,0,False
2020-09-23,LONG,100,TQQQ,1429,0.6026,0.33,0.0,0.67,False,0.0046563104530443,0.004358,266.15,61336.3,1,1,1,False
2020-09-24,LONG,100,TQQQ,1414,0.5645,0.33,0.0,0.67,False,0.0232487379690211,0.02265,1389.25,62725.56,1,1,1,False
2020-09-25,CASH,0,,0,0.5198,0.0,0.0,1.0,False,0.0207689449813779,0.0,0.0,62725.56,1,1,1,False
2020-09-28,LONG,100,TQQQ,1276,0.671,0.33,0.0,0.67,False,-0.0045093793108004,-0.003865,-242.44,62483.12,1,0,0,False
2020-09-29,LONG,100,TQQQ,1285,0.7789,0.33,0.0,0.67,True,0.0068490090496586,0.006118,382.29,62865.4,1,1,1,False
2020-09-30,CASH,0,,0,0.5328,0.0,0.0,1.0,False,0.0158724579622662,0.0,0.0,62865.4,1,1,1,False
2020-10-01,SHORT,-100,SQQQ,7,0.4133,0.0,0.33,0.67,False,-0.0281310981094997,0.026165,1644.86,64510.26,0,0,1,False
2020-10-02,CASH,0,,0,0.512,0.0,0.0,1.0,False,0.0213262591796936,0.0,0.0,64510.26,1,1,1,False
2020-10-05,LONG,100,TQQQ,1274,0.6566,0.33,0.0,0.67,False,-0.0178469443697977,-0.01812,-1168.9,63341.37,1,0,0,False
2020-10-06,LONG,100,TQQQ,1322,0.5804,0.33,0.0,0.67,False,0.0172990612817049,0.016932,1072.47,64413.84,1,1,1,False
2020-10-07,CASH,0,,0,0.4975,0.0,0.0,1.0,False,0.0053229142715787,0.0,0.0,64413.84,0,1,0,False
